MESH_SCR_ID	MESH_SCR_NAME	MESH_ID
C563612	Lymphedema and Cerebral Arteriovenous Anomaly	D002538
C563612	Lymphedema and Cerebral Arteriovenous Anomaly	D008209
C537568	Opticoacustic nerve atrophy with dementia	D003704
C537568	Opticoacustic nerve atrophy with dementia	D006313
C537568	Opticoacustic nerve atrophy with dementia	D009896
C563620	Lipoma of the Conjunctiva	D003230
C563620	Lipoma of the Conjunctiva	D008067
C567730	Parkinsonism-Dystonia, Infantile	D010300
C567730	Parkinsonism-Dystonia, Infantile	D020821
C563775	Myopathy, Myofibrillar, Myotilin-Related	D020914
C563858	OTSC5	D010040
C564261	Ectodermal Dysplasia, Hypohidrotic, with Acanthosis Nigricans	D000052
C564261	Ectodermal Dysplasia, Hypohidrotic, with Acanthosis Nigricans	D004476
C564261	Ectodermal Dysplasia, Hypohidrotic, with Acanthosis Nigricans	D007007
C564268	OTSC3	D010040
C564428	FEVR, X-Linked	D018630
C564428	FEVR, X-Linked	D040181
C564487	Dent Disease 2	D040181
C564487	Dent Disease 2	D053040
C564714	SEMD, X-Linked	D010009
C564714	SEMD, X-Linked	D040181
C537962	Primary amenorrhoea with coloboma and total agenesis of the corpus callosum	D000568
C537962	Primary amenorrhoea with coloboma and total agenesis of the corpus callosum	D003103
C537962	Primary amenorrhoea with coloboma and total agenesis of the corpus callosum	D061085
C536701	White matter hypoplasia, corpus callosum agenesia, and mental retardation	D006130
C536701	White matter hypoplasia, corpus callosum agenesia, and mental retardation	D008607
C536701	White matter hypoplasia, corpus callosum agenesia, and mental retardation	D054220
C536701	White matter hypoplasia, corpus callosum agenesia, and mental retardation	D061085
C537076	Faye-Petersen Ward Carey syndrome	D006973
C537076	Faye-Petersen Ward Carey syndrome	D010009
C537076	Faye-Petersen Ward Carey syndrome	D061085
C538335	Spastic paraplegia, mental retardation and thin corpus callosum	D008607
C538335	Spastic paraplegia, mental retardation and thin corpus callosum	D015419
C538335	Spastic paraplegia, mental retardation and thin corpus callosum	D061085
C567817	Biliary Cirrhosis, Primary, 2	D008105
C536111	Partial agenesis of corpus callosum	D061085
C567816	Biliary Cirrhosis, Primary, 3	D008105
C565001	Fragile Site 16p12	D001523
C565001	Fragile Site 16p12	D002658
C565001	Fragile Site 16p12	D002872
C565001	Fragile Site 16p12	D002885
C565001	Fragile Site 16p12	D006330
C565001	Fragile Site 16p12	D019465
C565001	Fragile Site 16p12	D025063
C565114	Dental Noneruption	D014076
C565453	Ketoadipicaciduria	D000592
C565453	Ketoadipicaciduria	D004487
C565453	Ketoadipicaciduria	D009123
C565453	Ketoadipicaciduria	D016113
C536247	Morquio syndrome, nonkeratan-sulfate-excreting type	D009085
C565733	Wolfram Syndrome 2	D006319
C565733	Wolfram Syndrome 2	D009896
C565733	Wolfram Syndrome 2	D019588
C565733	Wolfram Syndrome 2	D028361
C566051	Takao VCF Syndrome	D004062
C566233	Azotemia, Familial	D015499
C566445	Myopathy, Distal 3	D049310
C562816	Harderoporphyria	D046349
C563172	Hanhart Dwarfism	D004393
C564553	Ptosis, X-Linked	D001763
C564553	Ptosis, X-Linked	D040181
C564816	Somatomedin, End-Organ Insensitivity To	D000015
C564816	Somatomedin, End-Organ Insensitivity To	D006130
C564990	Stomach Sneeze Reflex	D012018
C564990	Stomach Sneeze Reflex	D012912
C565058	Elliptocytosis, Rhesus-Unlinked Type	D004612
C565141	Meltzer Syndrome	D003449
C565141	Meltzer Syndrome	D030342
C565429	Lymphomatous ALL	D054198
C565460	Apple Peel Syndrome with Microcephaly and Ocular Anomalies	D005124
C565460	Apple Peel Syndrome with Microcephaly and Ocular Anomalies	D007409
C565460	Apple Peel Syndrome with Microcephaly and Ocular Anomalies	D008831
C565502	Hydroxylysinuria	D004831
C565502	Hydroxylysinuria	D008607
C567164	Protein C Deficiency, Acquired	D020151
C566754	Pruritus, Hereditary Localized	D011537
C566757	Pronation-Supination Of The Forearm, Impairment Of	D009069
C567360	Progeroid Syndrome, Congenital, Petty Type	D006130
C567360	Progeroid Syndrome, Congenital, Petty Type	D011371
C566774	Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal	D005350
C566774	Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal	D005770
C566776	Polyposis, Intestinal, With Multiple Exostoses	D005097
C566776	Polyposis, Intestinal, With Multiple Exostoses	D009378
C566775	Fundic Gland Polyposis	D011127
C566775	Fundic Gland Polyposis	D013274
C567201	Polymicrogyria, Bilateral Occipital	D054220
C566796	Platelet Signal Processing Defect	D001791
C566798	Platelet Factor 3 Deficiency	D001791
C566799	Platelet Disorder, Undefined	D001791
C566759	Primary Release Disorder Of Platelets	D001791
C566621	Premature Aging Syndrome, Okamoto Type	D011371
C537932	Myofibrillar myopathy, filamin C-related	D009136
C564961	Leigh Syndrome Due To Mitochondrial Complex II Deficiency	D007888
C536072	Hunter-McAlpine craniosynostosis	D003398
C536072	Hunter-McAlpine craniosynostosis	D006130
C536072	Hunter-McAlpine craniosynostosis	D008607
C536077	Familial hydroa vacciniforme	D006837
C536083	Hypercholesterolemia, familial, due to ligand-defective apolipoprotein B	D006938
C537014	Infantile polyarteritis	D009080
C537017	Bulbospinal neuronopathy, X-linked recessive	D055534
C564299	Noninsulin-Dependent Diabetes Mellitus 4	D003924
C564296	Neuropathy, Hereditary Sensory, Type IB	D003371
C564296	Neuropathy, Hereditary Sensory, Type IB	D005764
C564296	Neuropathy, Hereditary Sensory, Type IB	D009477
C564313	Cortical Myoclonus And Epilepsy, Autosomal Dominant	D004831
C564345	PARK11	D010300
C564322	DFNA48	D006319
C564331	DFNB37	D006319
C564333	Charcot-Marie-Tooth Neuropathy, Dominant Intermediate D	D002607
C564348	DFNA52	D006319
C564361	CANDF3	D002178
C564361	CANDF3	D009260
C564399	DFNA44	D006319
C566991	Cleft Palate, Isolated, And Mental Retardation	D002972
C566991	Cleft Palate, Isolated, And Mental Retardation	D008607
C567046	Interstitial Lung Disease Due To ABCA3 Deficiency	D011649
C567046	Interstitial Lung Disease Due To ABCA3 Deficiency	D017563
C567165	Palmoplantar Hyperkeratosis And True Hermaphroditism	D007645
C567165	Palmoplantar Hyperkeratosis And True Hermaphroditism	D058531
C562805	Glycogen Storage Disease IC	D006008
C567050	Supranuclear Palsy, Progressive, 3	D013494
C562824	Poikiloderma, Hereditary Sclerosing	D012598
C562824	Poikiloderma, Hereditary Sclerosing	D012868
C562824	Poikiloderma, Hereditary Sclerosing	D012873
C567172	Osteopenic Nonfracture Syndrome	D010013
C567260	Scn4	D009503
C562838	Comedones, Familial Dyskeratotic	D012868
C562838	Comedones, Familial Dyskeratotic	D017444
C566814	Dynia Factor Deficiency	D025861
C564393	VKCFD2	D025861
C564438	CORDX1	D012174
C564438	CORDX1	D040181
C564486	PARK12	D010300
C564486	PARK12	D040181
C564507	CORDX3	D012174
C564507	CORDX3	D040181
C564597	CORD10	D012174
C564602	DFNB33	D006319
C564607	ICEGTC	D004830
C564624	DFNB30	D006319
C564612	LGMD2I	D049288
C564625	CDG2D	D018981
C564629	Whirler, Mouse, Homolog Of	D006319
C564457	Microphthalmia With Ankyloblepharon And Mental Retardation	D008850
C564457	Microphthalmia With Ankyloblepharon And Mental Retardation	D038901
C567698	CORD13	D012174
C567713	Ciliary Dyskinesia, Primary, 13, With Or Without Situs Inversus	D002925
C567704	Night Blindness, Congenital Stationary, Type 1C	D009755
C567704	Night Blindness, Congenital Stationary, Type 1C	D015785
C567725	CMD1DD	D002311
C567726	PARK16	D010300
C567733	CMD1CC	D002311
C567771	MANDP2	D010009
C567771	MANDP2	D017880
C567779	Candidiasis, Familial Chronic Mucocutaneous, Autosomal Dominant, With Or Without Thyroid Disease	D002178
C567780	CAMPD1	D006228
C567818	IDDM24	D003922
C567855	ARCL2B	D003483
C567877	CMD1BB	D002311
C564012	Diabetes Insipidus And Mellitus With Optic Atrophy And Deafness, Mitochondrial Form	D003919
C564012	Diabetes Insipidus And Mellitus With Optic Atrophy And Deafness, Mitochondrial Form	D003920
C564012	Diabetes Insipidus And Mellitus With Optic Atrophy And Deafness, Mitochondrial Form	D006319
C564012	Diabetes Insipidus And Mellitus With Optic Atrophy And Deafness, Mitochondrial Form	D015418
C566579	Retinal Cone Dystrophy	D012174
C566580	DFNB18	D006319
C566602	Insulin-Dependent Diabetes Mellitus 10	D003922
C566587	Fibrosis Of Extraocular Muscles, Congenital, Autosomal Recessive	D001763
C566587	Fibrosis Of Extraocular Muscles, Congenital, Autosomal Recessive	D005355
C566587	Fibrosis Of Extraocular Muscles, Congenital, Autosomal Recessive	D009886
C566587	Fibrosis Of Extraocular Muscles, Congenital, Autosomal Recessive	D015785
C566589	LGMD1E	D049288
C566912	LGMD2M	D049288
C566611	DFMB15	D006319
C566612	DFNA13	D006319
C566644	SEMDAD	D010009
C566644	SEMDAD	D014071
C566613	ALPS1A	D056735
C566614	ALPS1B	D056735
C566645	Insulin-Dependent Diabetes Mellitus 15	D003922
C566674	FSHSMA	D009134
C566875	MRXS13	D038901
C566599	LGMD2G	D049288
C566923	CATCN3	D002386
C566923	CATCN3	D015785
C566935	ARMD10	D008268
C566951	DFNB63	D006319
C566968	LGMD2L	D049288
C567027	DFNB24	D006319
C566987	CDG2H	D018981
C567028	GINGF4	D005351
C567040	CDG IIF	D018981
C564202	PFHB2	D006327
C567037	PFHBIB	D006327
C567045	ADCAD2	D003324
C567045	ADCAD2	D009203
C567063	MRXS14	D038901
C567068	Atypical Mycobacterial Infection, Familial Disseminated, X-Linked 2	D009165
C567068	Atypical Mycobacterial Infection, Familial Disseminated, X-Linked 2	D040181
C567070	Atypical Mycobacterial Infection, Familial Disseminated, X-Linked 1	D009165
C567070	Atypical Mycobacterial Infection, Familial Disseminated, X-Linked 1	D040181
C567126	COXPD5	D008661
C567126	COXPD5	D028361
C567185	ADDWOC	D003616
C567185	ADDWOC	D004677
C567185	ADDWOC	D009778
C567162	CNMDU1	D020512
C537058	Mental retardation with spastic paraplegia and palmoplantar hyperkeratosis	D007645
C537058	Mental retardation with spastic paraplegia and palmoplantar hyperkeratosis	D008607
C537058	Mental retardation with spastic paraplegia and palmoplantar hyperkeratosis	D015419
C537068	Brauer syndrome	D004476
C537122	Opsismodysplasia	D010009
C537124	Optic atrophy 1 and deafness	D006319
C537124	Optic atrophy 1 and deafness	D015418
C537127	Optic atrophy, congenital or early infantile, autosomal recessive	D015418
C537137	Congenital heart defects, hamartomas of tongue, and polysyndactyly	D006222
C537137	Congenital heart defects, hamartomas of tongue, and polysyndactyly	D006330
C537137	Congenital heart defects, hamartomas of tongue, and polysyndactyly	D013576
C537137	Congenital heart defects, hamartomas of tongue, and polysyndactyly	D014062
C537263	Lamellar ichthyosis, dominant	D017490
C564732	XPE	D014983
C537115	Delayed closure of fontanel, proximal symphalangism, prominent cutaneous veins,mental retardation, and progressive skeletal sclerosis	D000015
C537115	Delayed closure of fontanel, proximal symphalangism, prominent cutaneous veins,mental retardation, and progressive skeletal sclerosis	D001848
C537115	Delayed closure of fontanel, proximal symphalangism, prominent cutaneous veins,mental retardation, and progressive skeletal sclerosis	D008607
C536748	Osteosclerosis, autosomal dominant Worth type with torus palatinus	D006958
C536748	Osteosclerosis, autosomal dominant Worth type with torus palatinus	D010022
C564731	XP, Group I	D014983
C565144	Craniorhiny	D019465
C562974	Osteosclerosis, Stanescu Type	D003394
C562974	Osteosclerosis, Stanescu Type	D010026
C565299	Anisomastia	D000015
C565706	Cardiomyopathy, Dilated, with Ataxia	D002311
C565706	Cardiomyopathy, Dilated, with Ataxia	D002524
C565706	Cardiomyopathy, Dilated, with Ataxia	D008661
C565759	HLA Class I Deficiency	D016511
C566096	Zygodactyly	D013576
C567001	PNKD2	D002819
C537353	Metaphyseal Chondrodysplasia, Spahr Type	D010009
C567026	Dystonia 19	D020820
C567430	DYT16	D020821
C537998	Dyssegmental dysplasia Silverman Handmaker type	D004392
C567886	XP, Group C	D014983
C562951	Craniosynostosis, Metopic	D003398
C564288	Paroxysmal Exercise-Induced Dystonia	D020821
C562710	Insulin Receptor Defect with Insulin-Resistant Diabetes Mellitus and Acanthosis Nigricans	D000052
C562710	Insulin Receptor Defect with Insulin-Resistant Diabetes Mellitus and Acanthosis Nigricans	D003920
C562710	Insulin Receptor Defect with Insulin-Resistant Diabetes Mellitus and Acanthosis Nigricans	D007333
C563124	Spondylometaphyseal Dysplasia, Richmond Type	D010009
C563124	Spondylometaphyseal Dysplasia, Richmond Type	D040181
C563127	Toriello-Carey Syndrome	D006330
C563127	Toriello-Carey Syndrome	D010855
C563127	Toriello-Carey Syndrome	D014564
C563127	Toriello-Carey Syndrome	D017880
C563127	Toriello-Carey Syndrome	D019465
C563127	Toriello-Carey Syndrome	D061085
C563136	MRX3	D038901
C563137	MRX9	D038901
C563142	MRX20	D038901
C563144	MRX23	D038901
C563146	MRX30	D038901
C563151	MRX47	D038901
C563154	Brooks-Wisniewski-Brown Syndrome	D006130
C563154	Brooks-Wisniewski-Brown Syndrome	D009128
C563154	Brooks-Wisniewski-Brown Syndrome	D019066
C563154	Brooks-Wisniewski-Brown Syndrome	D038901
C563164	Hernia, Double Inguinal	D006552
C537140	Telangiectasia, hereditary hemorrhagic, type 3	D013683
C567053	Vesicoureteral Reflux 2	D014718
C565876	MCOPCT2	D002386
C565876	MCOPCT2	D008850
C565876	MCOPCT2	D020417
C565865	CPD3	D013132
C566447	Microphthalmia, Colobomatous, Isolated 3	D003103
C566447	Microphthalmia, Colobomatous, Isolated 3	D008850
C566337	FH3	D006951
C566176	Car. Factor Deficiency	D001778
C567505	Cardiomyopathy, Dilated, 2a	D002311
C565881	Cardiomyopathy Associated With Myopathy And Sudden Death	D003645
C565881	Cardiomyopathy Associated With Myopathy And Sudden Death	D009202
C567506	Cardiomyopathy, Dilated, 1z	D002311
C567507	Cardiomyopathy, Dilated, 1y	D002311
C537608	Alkyldihydroxyacetonephosphate synthase deficiency	D018902
C548086	Stargardt Macular Degeneration Absent or Hypoplastic Corpus Callosum Mental Retardation and Dysmorphic Features	D000015
C548086	Stargardt Macular Degeneration Absent or Hypoplastic Corpus Callosum Mental Retardation and Dysmorphic Features	D008268
C548086	Stargardt Macular Degeneration Absent or Hypoplastic Corpus Callosum Mental Retardation and Dysmorphic Features	D061085
C536942	Pierre Robin syndrome with congenital heart malformation and clubfoot	D003025
C536942	Pierre Robin syndrome with congenital heart malformation and clubfoot	D006330
C536942	Pierre Robin syndrome with congenital heart malformation and clubfoot	D010855
C537472	Mental Retardation, X-Linked, with Congenital Contractures and Low Fingertip Arches	D038901
C562704	IGHD II	D004393
C562718	GSD XII	D006008
C562851	CMT6	D015417
C566890	GSD IIIB	D006010
C567809	GSD9C	D006008
C566891	GSD IIIC	D006010
C566892	GSD IIID	D006010
C566898	Beta-PPA	D015785
C567527	EDS7C	D004535
C567861	GSD XIII	D006008
C537152	Magnesium loss, isolated renal	D015499
C537160	Hereditary hypotrichosis simplex	D007039
C537167	Florid papillomatosis of the nipple	D001943
C537167	Florid papillomatosis of the nipple	D010212
C537172	Parastremmatic dysplasia	D004392
C537172	Parastremmatic dysplasia	D007738
C537172	Parastremmatic dysplasia	D008607
C537172	Parastremmatic dysplasia	D012600
C537174	Poikiloderma, Alopecia, Retrognathism, and Cleft palate	D000505
C537174	Poikiloderma, Alopecia, Retrognathism, and Cleft palate	D002972
C537174	Poikiloderma, Alopecia, Retrognathism, and Cleft palate	D011038
C537174	Poikiloderma, Alopecia, Retrognathism, and Cleft palate	D063173
C537194	Lethal autosomal recessive syndrome of multiple congenital contractures	D001176
C564905	Parana Hard Skin Syndrome	D012873
C565057	Emphysema, Hereditary Pulmonary	D011656
C565063	Edema, Familial Idiopathic, Prepubertal	D004487
C538015	Adrenal cyst with ectodermal dysplasia	D000307
C538015	Adrenal cyst with ectodermal dysplasia	D003560
C538015	Adrenal cyst with ectodermal dysplasia	D004476
C562897	Renal Tubular Acidosis, Autosomal Recessive, with Progressive Nerve Deafness	D000141
C562897	Renal Tubular Acidosis, Autosomal Recessive, with Progressive Nerve Deafness	D006319
C562900	Glomerulopathy with Fibronectin Deposits 1	D005921
C563399	Cortical Myoclonic Tremor With Epilepsy, Familial	D004831
C562894	Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness	D006319
C562894	Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness	D008607
C562894	Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness	D011535
C562894	Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness	D011666
C562886	Ichthyosis Congenita With Biliary Atresia	D001656
C562886	Ichthyosis Congenita With Biliary Atresia	D016113
C562476	Thin Membrane Nephropathy	D006417
C562885	Hyperbilirubinemia, Conjugated, Type III	D006933
C562879	Amelogenesis Imperfecta, Hypoplastic Local, Autosomal Dominant	D000567
C562869	Iga Deficiency, Secretory	D017098
C562868	Posttransfusion Purpura	D011696
C562958	SEMDIT	D010009
C563566	Multiple Exostoses with Spastic Tetraparesis	D005097
C563566	Multiple Exostoses with Spastic Tetraparesis	D020336
C563559	Muscular Atrophy, Malignant Neurogenic	D009133
C563552	Myasthenia Gravis, Limb-Girdle	D009157
C563552	Myasthenia Gravis, Limb-Girdle	D020294
C563550	Myoclonic Epilepsy, Hartung Type	D004831
C563549	Myoclonus, Cerebellar Ataxia, and Deafness	D002524
C563549	Myoclonus, Cerebellar Ataxia, and Deafness	D003638
C563549	Myoclonus, Cerebellar Ataxia, and Deafness	D009207
C563530	Leigh Syndrome, Adult	D007888
C563530	Leigh Syndrome, Adult	D015418
C563529	Myopathy, Actin, Congenital, with Excess of Thin Myofilaments	D017696
C563527	Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type	D012162
C563526	Retinitis Pigmentosa 27	D012174
C563478	Osteochondrodysplasia, Rhizomelic, with Callosal Agenesis, Thrombocytopenia, Hydrocephalus, and Hypertension	D006849
C563478	Osteochondrodysplasia, Rhizomelic, with Callosal Agenesis, Thrombocytopenia, Hydrocephalus, and Hypertension	D006973
C563478	Osteochondrodysplasia, Rhizomelic, with Callosal Agenesis, Thrombocytopenia, Hydrocephalus, and Hypertension	D010009
