MESH_ID	MESH_NAME	PARENT_MESH_ID	PARENT_MESH_CATEGORY	ROOT_MESH_CATEGORY	LEVEL
D063806	Myalgia	D009135	C05.651	C05	1
D063806	Myalgia	D009135	C10.668.491	C10	2
D063806	Myalgia	D059352	C23.888.592.612.547	C23	4
D063806	Myalgia	D059352	F02.830.816.353	F02	3
D063806	Myalgia	D059352	G11.561.790.353	G11	3
D063807	Dandruff	D003872	C17.800.174	C17	2
D063807	Dandruff	D012536	C17.800.738	C17	2
D012192	Retroviridae Infections	D012327	C02.782	C02	1
D024182	Uniparental Disomy	D009630	C23.550.210.645	C23	3
D024182	Uniparental Disomy	D002869	G05.365.590.175	G05	3
D012186	Retroperitoneal Neoplasms	D000008	C04.588.033	C04	2
D012185	Retroperitoneal Fibrosis	D005355	C23.550.355	C23	2
D012188	Retropneumoperitoneum	D010335	C23.550	C23	1
D012188	Retropneumoperitoneum	D014947	C26	C26	0
D000076385	Diverticular Diseases	D059413	C01.539.463	C01	2
D000076385	Diverticular Diseases	D005759	C06.405.205	C06	2
D012170	Retinal Vein Occlusion	D012164	C11.768	C11	1
D012170	Retinal Vein Occlusion	D020246	C14.907.355.830.925	C14	4
D012170	Retinal Vein Occlusion	D014652	C14.907	C14	1
D000189	Actinobacillus Infections	D016871	C01.252.400.700	C01	3
D000187	Actinobacillosis	D000189	C01.252.400.700.030	C01	4
D000187	Actinobacillosis	D000820	C22	C22	0
D000193	Actinomycetales Infections	D016908	C01.252.410	C01	2
D012164	Retinal Diseases	D005128	C11	C11	0
D012162	Retinal Degeneration	D012164	C11.768	C11	1
D012163	Retinal Detachment	D012164	C11.768	C11	1
D012166	Retinal Hemorrhage	D005130	C11.290	C11	1
D012166	Retinal Hemorrhage	D012164	C11.768	C11	1
D012166	Retinal Hemorrhage	D005130	C23.550.414.756	C23	3
D012167	Retinal Perforations	D012164	C11.768	C11	1
D012183	Retrograde Degeneration	D009410	C23.550.737	C23	2
D012181	Retrocochlear Diseases	D004427	C09.218	C09	1
D000197	Actinomycosis, Cervicofacial	D000196	C01.252.410.040.137	C01	4
D000197	Actinomycosis, Cervicofacial	D017192	C01.252.825	C01	2
D000197	Actinomycosis, Cervicofacial	D017192	C01.539.800.720	C01	3
D000197	Actinomycosis, Cervicofacial	D017192	C17.800.838.765	C17	3
D000196	Actinomycosis	D000193	C01.252.410.040	C01	3
D012175	Retinoblastoma	D018302	C04.557.465.625.600	C04	4
D012175	Retinoblastoma	D018302	C04.557.470.670	C04	3
D012175	Retinoblastoma	D018302	C04.557.580.625.600	C04	4
D012175	Retinoblastoma	D019572	C04.588.364.818	C04	3
D012175	Retinoblastoma	D019572	C11.319.475	C11	2
D012175	Retinoblastoma	D019572	C11.768.717	C11	2
D012173	Retinitis	D012164	C11.768	C11	1
D012174	Retinitis Pigmentosa	D015785	C11.270	C11	1
D012174	Retinitis Pigmentosa	D058499	C11.768.585.658	C11	3
D012174	Retinitis Pigmentosa	D015785	C16.320.290	C16	2
D012178	Retinopathy of Prematurity	D012164	C11.768	C11	1
D012178	Retinopathy of Prematurity	D007235	C16.614.521	C16	2
D063748	Bland White Garland Syndrome	D003330	C14.240.400.210	C14	3
D063748	Bland White Garland Syndrome	D001159	C14.240.850.984.500	C14	4
D063748	Bland White Garland Syndrome	D003330	C14.280.400.210	C14	3
D063748	Bland White Garland Syndrome	D001159	C14.907.933.110	C14	3
D063748	Bland White Garland Syndrome	D003330	C16.131.240.400.210	C16	4
D063748	Bland White Garland Syndrome	D001159	C16.131.240.850.500	C16	4
D063748	Bland White Garland Syndrome	D001159	C23.300.575.950.150	C23	4
D000292	Pelvic Inflammatory Disease	D034161	C01.539.635	C01	2
D000292	Pelvic Inflammatory Disease	D000291	C13.351.500.056	C13	3
D000291	Adnexal Diseases	D005831	C13.351.500	C13	2
D012282	Rickettsia Infections	D012288	C01.252.400.780	C01	3
D063730	Rickets, Hypophosphatemic	D012279	C05.116.198.816	C05	3
D063730	Rickets, Hypophosphatemic	D012279	C18.452.104.816	C18	3
D063730	Rickets, Hypophosphatemic	D012279	C18.452.174.845	C18	3
D063730	Rickets, Hypophosphatemic	D017674	C18.452.750.400	C18	3
D063730	Rickets, Hypophosphatemic	D012279	C18.654.521.500.133.770.734	C18	6
D012279	Rickets	D001851	C05.116.198	C05	2
D012279	Rickets	D001851	C18.452.104	C18	2
D012279	Rickets	D002128	C18.452.174	C18	2
D012279	Rickets	D014808	C18.654.521.500.133.770	C18	5
D000267	Tissue Adhesions	D002921	C23.550.355.274	C23	3
D063766	Pediatric Obesity	D009765	C18.654.726.500	C18	3
D063766	Pediatric Obesity	D009765	C23.888.144.699.500	C23	4
D063766	Pediatric Obesity	D009765	E01.370.600.115.100.160.120.699.500	E01	8
D063766	Pediatric Obesity	D009765	G07.100.100.160.120.699.500	G07	6
D000270	Adie Syndrome	D001342	C10.177	C10	1
D000270	Adie Syndrome	D015840	C10.292.562.700	C10	3
D000270	Adie Syndrome	D015840	C11.590.436	C11	2
D000270	Adie Syndrome	D015845	C11.710.800	C11	2
D000274	Adiposis Dolorosa	D008068	C17.800.463	C17	2
D000274	Adiposis Dolorosa	D008068	C18.452.584.718	C18	3
D000275	Adjustment Disorders	D000068099	F03.950	F03	1
D012253	Rib Fractures	D050723	C26.404	C26	1
D012253	Rib Fractures	D013898	C26.891	C26	1
D012257	Riboflavin Deficiency	D014804	C18.654.521.500.133.699	C18	5
D012227	Rhinosporidiosis	D050738	C03.600	C03	1
D012226	Rhinoscleroma	D007710	C01.252.400.310.503	C01	4
D012226	Rhinoscleroma	D017192	C01.252.825	C01	2
D012226	Rhinoscleroma	D017192	C01.539.800.720	C01	3
D012226	Rhinoscleroma	D009668	C08.460	C08	1
D012226	Rhinoscleroma	D012141	C08.730	C08	1
D012226	Rhinoscleroma	D009668	C09.603	C09	1
D012226	Rhinoscleroma	D017192	C17.800.838.765	C17	3
D012220	Rhinitis	D009668	C08.460	C08	1
D012220	Rhinitis	D012141	C08.730	C08	1
D012220	Rhinitis	D009668	C09.603	C09	1
D012223	Rhinitis, Vasomotor	D012220	C08.460.799	C08	2
D012223	Rhinitis, Vasomotor	D012220	C09.603.799	C09	2
D012224	Rhinophyma	D012393	C17.800.716	C17	2
D012224	Rhinophyma	D012625	C17.800.794	C17	2
D051799	Delayed Graft Function	D010335	C23.550	C23	1
D012221	Rhinitis, Allergic, Perennial	D065631	C08.460.799.315	C08	3
D012221	Rhinitis, Allergic, Perennial	D065631	C08.674.453	C08	2
D012221	Rhinitis, Allergic, Perennial	D065631	C09.603.799.315	C09	3
D012221	Rhinitis, Allergic, Perennial	D065631	C20.543.480.680.443	C20	4
D014884	Waterhouse-Friderichsen Syndrome	D008585	C01.252.200.500.550	C01	4
D014884	Waterhouse-Friderichsen Syndrome	D008585	C01.252.400.625.549.449	C01	5
D014884	Waterhouse-Friderichsen Syndrome	D008585	C10.228.228.180.500.750	C10	5
D014884	Waterhouse-Friderichsen Syndrome	D008585	C10.228.614.280.505	C10	4
D014884	Waterhouse-Friderichsen Syndrome	D011693	C15.378.100.802	C15	3
D014884	Waterhouse-Friderichsen Syndrome	D006474	C15.378.463	C15	2
D014884	Waterhouse-Friderichsen Syndrome	D000309	C19.053.500	C19	2
D014884	Waterhouse-Friderichsen Syndrome	D011693	C23.550.414.950	C23	3
D014884	Waterhouse-Friderichsen Syndrome	D011693	C23.888.885.687	C23	3
D012222	Rhinitis, Atrophic	D012220	C08.460.799	C08	2
D012222	Rhinitis, Atrophic	D012220	C09.603.799	C09	2
D014883	Water-Electrolyte Imbalance	D008659	C18.452	C18	1
D000258	Adenovirus Infections, Human	D000257	C02.256.076	C02	2
D000257	Adenoviridae Infections	D004266	C02.256	C02	1
D014899	Wernicke Encephalopathy	D001928	C10.228.140.163	C10	3
D014899	Wernicke Encephalopathy	D001928	C18.452.132	C18	2
D014899	Wernicke Encephalopathy	D013832	C18.654.521.500.133.699.827	C18	6
D014899	Wernicke Encephalopathy	D019973	C25.775.100	C25	2
D014899	Wernicke Encephalopathy	D019973	F03.900.100	F03	2
D014898	Werner Syndrome	D030342	C16.320	C16	1
D014898	Werner Syndrome	D049914	C18.452.284	C18	2
D014890	Granulomatosis with Polyangiitis	D017563	C08.381.483	C08	2
D014890	Granulomatosis with Polyangiitis	D056648	C14.907.940.897.249	C14	4
D014890	Granulomatosis with Polyangiitis	D056648	C20.111.193	C20	2
D014897	Spinal Muscular Atrophies of Childhood	D009134	C10.228.854.468	C10	3
D014897	Spinal Muscular Atrophies of Childhood	D020271	C10.574.500	C10	2
D014897	Spinal Muscular Atrophies of Childhood	D009134	C10.574.562.500	C10	3
D014897	Spinal Muscular Atrophies of Childhood	D009134	C10.668.467.500	C10	3
D014897	Spinal Muscular Atrophies of Childhood	D020271	C16.320.400	C16	2
D014895	Weil Disease	D007922	C01.252.400.511	C01	3
D014895	Weil Disease	D007922	C01.252.847.511	C01	3
D000224	Addison Disease	D000309	C19.053.500	C19	2
D000224	Addison Disease	D001327	C20.111	C20	1
D012206	Rhabdomyolysis	D009135	C05.651	C05	1
D012207	Rhabdomyoma	D009214	C04.557.450.590.540	C04	4
D012208	Rhabdomyosarcoma	D009217	C04.557.450.590.550	C04	4
D012208	Rhabdomyosarcoma	D009217	C04.557.450.795.550	C04	4
D014869	Water Intoxication	D014883	C18.452.950	C18	2
D014869	Water Intoxication	D011041	C25.723	C25	1
D014860	Warts	D030361	C02.256.650	C02	2
D014860	Warts	D017193	C02.825	C02	1
D014860	Warts	D014412	C02.928	C02	1
D014860	Warts	D017193	C17.800.838.790	C17	3
D012202	Reye Syndrome	D005234	C06.552.241	C06	2
D012202	Reye Syndrome	D001928	C10.228.140.163	C10	3
D012202	Reye Syndrome	D001928	C18.452.132	C18	2
D000238	Adenoma, Chromophobe	D018358	C04.557.465.625.650	C04	4
D000238	Adenoma, Chromophobe	D000236	C04.557.470.035	C04	3
D000238	Adenoma, Chromophobe	D018358	C04.557.580.625.650	C04	4
D000237	Adenoma, Basophil	D018358	C04.557.465.625.650	C04	4
D000237	Adenoma, Basophil	D000236	C04.557.470.035	C04	3
D000237	Adenoma, Basophil	D018358	C04.557.580.625.650	C04	4
D000236	Adenoma	D009375	C04.557.470	C04	2
D000235	Adenolymphoma	D018193	C04.557.435	C04	2
D000239	Adenoma, Acidophil	D018358	C04.557.465.625.650	C04	4
D000239	Adenoma, Acidophil	D000236	C04.557.470.035	C04	3
D000239	Adenoma, Acidophil	D018358	C04.557.580.625.650	C04	4
D000230	Adenocarcinoma	D002277	C04.557.470.200	C04	3
D000232	Adenofibroma	D018225	C04.557.450.565.590.595	C04	5
D000232	Adenofibroma	D018225	C04.557.470.625	C04	3
D000231	Adenocarcinoma, Papillary	D000230	C04.557.470.200.025	C04	4
D012216	Rheumatic Diseases	D009140	C05	C05	0
D012216	Rheumatic Diseases	D003240	C17.300	C17	1
D012214	Rheumatic Heart Disease	D012213	C01.252.410.890.731	C01	4
D012214	Rheumatic Heart Disease	D006331	C14.280	C14	1
D012215	Rheumatic Nodule	D012213	C05.550.114.843	C05	3
D012215	Rheumatic Nodule	D012213	C05.799.825	C05	2
D012218	Rheumatoid Nodule	D001172	C05.550.114.154	C05	3
D012218	Rheumatoid Nodule	D001172	C05.799.114	C05	2
D012218	Rheumatoid Nodule	D001172	C17.300.775.099	C17	3
D012213	Rheumatic Fever	D013290	C01.252.410.890	C01	3
D012213	Rheumatic Fever	D001168	C05.550.114	C05	2
D012213	Rheumatic Fever	D012216	C05.799	C05	1
D002869	Chromosome Aberrations	D010335	C23.550	C23	1
D002869	Chromosome Aberrations	D009154	G05.365.590	G05	2
D000208	Acute Disease	D020969	C23.550.291	C23	2
D002862	Chromoblastomycosis	D003881	C01.539.800.200	C01	3
D002862	Chromoblastomycosis	D003881	C01.703.295	C01	2
D002862	Chromoblastomycosis	D003881	C17.800.838.208	C17	3
D014846	Vulvar Neoplasms	D005833	C04.588.945.418	C04	3
D014846	Vulvar Neoplasms	D014845	C13.351.500.944	C13	3
D014846	Vulvar Neoplasms	D005833	C13.351.937.418	C13	3
D014845	Vulvar Diseases	D005831	C13.351.500	C13	2
D014843	Voyeurism	D010262	F03.657	F03	1
D014849	Waardenburg Syndrome	D000015	C16.131.077	C16	2
D014848	Vulvovaginitis	D014627	C13.351.500.894.906	C13	4
D014848	Vulvovaginitis	D014847	C13.351.500.944.902	C13	4
D014847	Vulvitis	D014845	C13.351.500.944	C13	3
D014842	von Willebrand Diseases	D025861	C15.378.100.100	C15	3
D014842	von Willebrand Diseases	D020147	C15.378.100.141	C15	3
D014842	von Willebrand Diseases	D001791	C15.378.140	C15	2
D014842	von Willebrand Diseases	D006474	C15.378.463	C15	2
D014842	von Willebrand Diseases	D025861	C16.320.099	C16	2
D014840	Vomiting, Anticipatory	D014839	C23.888.821.937	C23	3
D000219	Adams-Stokes Syndrome	D006327	C14.280.067.558	C14	3
D000219	Adams-Stokes Syndrome	D006327	C14.280.123.500	C14	3
D000219	Adams-Stokes Syndrome	D006327	C23.550.073.425	C23	3
D002872	Chromosome Deletion	D009006	C23.550.210.050.500	C23	4
D002872	Chromosome Deletion	D019656	G05.365.590.029.530	G05	4
D002872	Chromosome Deletion	D009006	G05.365.590.175.050.500	G05	5
D002872	Chromosome Deletion	D017384	G05.365.590.762	G05	3
D002872	Chromosome Deletion	D017384	G05.558.800	G05	2
D002872	Chromosome Deletion	D009006	G05.700.131.500	G05	3
D002873	Chromosome Fragility	D043171	C23.550.210.110	C23	3
D002873	Chromosome Fragility	D043171	C23.550.362.180	C23	3
D002873	Chromosome Fragility	D043171	G05.365.590.175.165	G05	4
D002873	Chromosome Fragility	D043171	G05.370.180	G05	2
D000210	Acute-Phase Reaction	D007249	C23.550.470	C23	2
D014855	Wallerian Degeneration	D009410	C23.550.737	C23	2
D014854	Lateral Medullary Syndrome	D020526	C10.228.140.300.150.477.100	C10	6
D014854	Lateral Medullary Syndrome	D020526	C10.228.140.300.775.200.100	C10	6
D014854	Lateral Medullary Syndrome	D020526	C14.907.253.092.477.100	C14	5
D014854	Lateral Medullary Syndrome	D020526	C14.907.253.855.200.100	C14	5
D014823	Vitreous Hemorrhage	D005130	C11.290	C11	1
D014823	Vitreous Hemorrhage	D005130	C23.550.414.756	C23	3
D014826	Vocal Cord Paralysis	D007818	C08.360	C08	1
D014826	Vocal Cord Paralysis	D007818	C09.400	C09	1
D014826	Vocal Cord Paralysis	D020421	C10.292.887	C10	2
D014826	Vocal Cord Paralysis	D010243	C10.597.622	C10	2
D014826	Vocal Cord Paralysis	D010243	C23.888.592.636	C23	3
D014820	Vitiligo	D017496	C17.800.621.440	C17	3
D014832	Voice Disorders	D007818	C08.360	C08	1
D014832	Voice Disorders	D007818	C09.400	C09	1
D014832	Voice Disorders	D009461	C10.597	C10	1
D014832	Voice Disorders	D009461	C23.888.592	C23	2
D014839	Vomiting	D012817	C23.888.821	C23	2
D002825	Chorioretinitis	D012173	C11.768.773	C11	2
D002825	Chorioretinitis	D002833	C11.941.160.478	C11	3
D002825	Chorioretinitis	D002833	C11.941.879.780.900.300	C11	5
D002820	Hydatidiform Mole, Invasive	D006828	C04.557.465.955.416.812	C04	5
D002820	Hydatidiform Mole, Invasive	D006828	C04.850.908.416.750	C04	4
D002820	Hydatidiform Mole, Invasive	D006828	C13.703.720.949.416.875	C13	5
D002821	Chorioamnionitis	D005315	C13.703.277	C13	2
D002821	Chorioamnionitis	D005322	C13.703.420.339	C13	3
D002821	Chorioamnionitis	D010922	C13.703.590	C13	2
D002821	Chorioamnionitis	D005315	C16.300	C16	1
D002822	Choriocarcinoma	D014328	C04.557.465.955	C04	3
D002822	Choriocarcinoma	D000230	C04.557.470.200.025	C04	4
D002822	Choriocarcinoma	D014328	C04.850.908	C04	2
D002822	Choriocarcinoma	D014328	C13.703.720.949	C13	3
D014808	Vitamin D Deficiency	D001361	C18.654.521.500.133	C18	4
D014802	Vitamin A Deficiency	D001361	C18.654.521.500.133	C18	4
D014806	Vitamin B 12 Deficiency	D014804	C18.654.521.500.133.699	C18	5
D014804	Vitamin B Deficiency	D001361	C18.654.521.500.133	C18	4
D002828	Choristoma	D020763	C23.300	C23	1
D002836	Hemophilia B	D025861	C15.378.100.100	C15	3
D002836	Hemophilia B	D020147	C15.378.100.141	C15	3
D002836	Hemophilia B	D006474	C15.378.463	C15	2
D002836	Hemophilia B	D025861	C16.320.099	C16	2
D002836	Hemophilia B	D040181	C16.320.322	C16	2
D002832	Choroid Hemorrhage	D005130	C11.290	C11	1
D002832	Choroid Hemorrhage	D015862	C11.941.160	C11	2
D002832	Choroid Hemorrhage	D005130	C23.550.414.756	C23	3
D002833	Choroiditis	D015862	C11.941.160	C11	2
D002833	Choroiditis	D015866	C11.941.879.780.900	C11	4
D002830	Choroid Neoplasms	D014604	C04.588.364.978	C04	3
D002830	Choroid Neoplasms	D014604	C11.319.494	C11	2
D002830	Choroid Neoplasms	D015862	C11.941.160	C11	2
D002830	Choroid Neoplasms	D014604	C11.941.855	C11	2
D014813	Vitamin K Deficiency	D001778	C15.378.100	C15	2
D014813	Vitamin K Deficiency	D006474	C15.378.463	C15	2
D014813	Vitamin K Deficiency	D001361	C18.654.521.500.133	C18	4
D014811	Vitamin E Deficiency	D001361	C18.654.521.500.133	C18	4
D002804	Chondroblastoma	D009372	C04.557.450.565	C04	3
D002805	Chondrocalcinosis	D001168	C05.550.114	C05	2
D002805	Chondrocalcinosis	D000070657	C05.550.354	C05	2
D002806	Chondrodysplasia Punctata	D010009	C05.116.099.708	C05	3
D002813	Chondrosarcoma	D009372	C04.557.450.565	C04	3
D002813	Chondrosarcoma	D012509	C04.557.450.795	C04	3
D002812	Chondroma	D009372	C04.557.450.565	C04	3
D002817	Chordoma	D009373	C04.557.465	C04	2
D002819	Chorea	D020820	C10.228.662.262	C10	3
D002819	Chorea	D020820	C10.597.350	C10	2
D002819	Chorea	D020820	C23.888.592.350	C23	3
D002908	Chronic Disease	D020969	C23.550.291	C23	2
D002915	Chylous Ascites	D010532	C06.844	C06	1
D002916	Chylothorax	D010995	C08.528	C08	1
D063926	Drug Hypersensitivity Syndrome	D003875	C17.800.174.600	C17	3
D063926	Drug Hypersensitivity Syndrome	D003875	C20.543.206.380	C20	3
D063926	Drug Hypersensitivity Syndrome	D003875	C25.100.468.380	C25	3
D000076042	Alcoholic Korsakoff Syndrome	D020915	C10.597.606.525.400	C10	4
D000076042	Alcoholic Korsakoff Syndrome	D000425	C10.720.112.100	C10	3
D000076042	Alcoholic Korsakoff Syndrome	D020915	C23.888.592.604.529.400	C23	5
D000076042	Alcoholic Korsakoff Syndrome	D000425	C25.723.705.150.100	C25	4
D000076042	Alcoholic Korsakoff Syndrome	D000425	C25.775.100.087.193.100	C25	5
D000076042	Alcoholic Korsakoff Syndrome	D020915	F01.700.625.400	F01	3
D000076042	Alcoholic Korsakoff Syndrome	D000647	F03.615.200	F03	2
D000076042	Alcoholic Korsakoff Syndrome	D000425	F03.900.100.050	F03	3
D012288	Rickettsiaceae Infections	D016905	C01.252.400	C01	2
D012295	Rift Valley Fever	D001102	C02.081	C02	1
D012295	Rift Valley Fever	D006524	C02.407	C02	1
D012295	Rift Valley Fever	D002044	C02.782.147	C02	2
D012295	Rift Valley Fever	D006482	C02.782.417	C02	2
D012295	Rift Valley Fever	D006524	C06.552.380.315.430	C06	4
D012295	Rift Valley Fever	D006524	C22.467.435	C22	2
D012298	Rigor Mortis	D011180	C23.550.260.224.617	C23	4
D012391	Root Resorption	D014091	C07.793.901	C07	2
D012391	Root Resorption	D014091	G10.549.855	G10	2
D061205	Vascular Calcification	D002114	C18.452.174.130	C18	3
D061206	Neoplasm Micrometastasis	D009362	C04.697.650	C04	2
D061206	Neoplasm Micrometastasis	D009362	C23.550.727.650	C23	3
D012393	Rosacea	D012871	C17.800	C17	1
D061220	Oculomotor Nerve Injuries	D020209	C10.292.262	C10	2
D061220	Oculomotor Nerve Injuries	D015840	C10.292.562.700	C10	3
D061220	Oculomotor Nerve Injuries	D020209	C10.900.300.218	C10	3
D061220	Oculomotor Nerve Injuries	D015840	C11.590.436	C11	2
D061220	Oculomotor Nerve Injuries	D020209	C26.915.300.400	C26	3
D000382	Agricultural Workers' Diseases	D009784	C24	C24	0
D061221	Trigeminal Nerve Injuries	D020433	C07.465.299.625.500	C07	4
D061221	Trigeminal Nerve Injuries	D020209	C10.292.262	C10	2
D061221	Trigeminal Nerve Injuries	D020433	C10.292.319.625.700	C10	4
D061221	Trigeminal Nerve Injuries	D020209	C10.900.300.218	C10	3
D061221	Trigeminal Nerve Injuries	D020209	C26.915.300.400	C26	3
D000381	Agraphia	D007806	C10.597.606.150.500	C10	4
D000381	Agraphia	D007806	C23.888.592.604.150.500	C23	5
D061222	Lingual Nerve Injuries	D061221	C07.465.299.625.500.349	C07	5
D061222	Lingual Nerve Injuries	D061221	C10.292.262.875	C10	3
D061222	Lingual Nerve Injuries	D061221	C10.292.319.625.700.349	C10	5
D061222	Lingual Nerve Injuries	D061221	C10.900.300.218.775	C10	4
D061222	Lingual Nerve Injuries	D061221	C26.915.300.400.825	C26	4
D061223	Vagus Nerve Injuries	D020209	C10.292.262	C10	2
D061223	Vagus Nerve Injuries	D020421	C10.292.887	C10	2
D061223	Vagus Nerve Injuries	D020209	C10.900.300.218	C10	3
D061223	Vagus Nerve Injuries	D020209	C26.915.300.400	C26	3
D000387	Ainhum	D001862	C05.116.264	C05	2
D061224	Laryngeal Nerve Injuries	D007818	C08.360	C08	1
D061224	Laryngeal Nerve Injuries	D007818	C09.400	C09	1
D061224	Laryngeal Nerve Injuries	D061223	C10.292.262.937	C10	3
D061224	Laryngeal Nerve Injuries	D061223	C10.900.300.218.887	C10	4
D061224	Laryngeal Nerve Injuries	D061223	C26.915.300.400.912	C26	4
D000386	AIDS-Related Complex	D015658	C02.782.815.616.400	C02	4
D000386	AIDS-Related Complex	D015658	C02.800.801.400	C02	3
D000386	AIDS-Related Complex	D012897	C02.839	C02	1
D000386	AIDS-Related Complex	D015658	C20.673.480	C20	2
D061226	Recurrent Laryngeal Nerve Injuries	D061224	C08.360.424	C08	2
D061226	Recurrent Laryngeal Nerve Injuries	D061224	C09.400.424	C09	2
D061226	Recurrent Laryngeal Nerve Injuries	D061224	C10.292.262.937.750	C10	4
D061226	Recurrent Laryngeal Nerve Injuries	D061224	C10.900.300.218.887.750	C10	5
D061226	Recurrent Laryngeal Nerve Injuries	D061224	C26.915.300.400.912.750	C26	5
D061227	Accessory Nerve Injuries	D020436	C10.292.175	C10	2
D061227	Accessory Nerve Injuries	D020209	C10.292.262	C10	2
D061227	Accessory Nerve Injuries	D020209	C10.900.300.218	C10	3
D061227	Accessory Nerve Injuries	D020209	C26.915.300.400	C26	3
D061228	Hypoglossal Nerve Injuries	D020209	C10.292.262	C10	2
D061228	Hypoglossal Nerve Injuries	D020437	C10.292.525	C10	2
D061228	Hypoglossal Nerve Injuries	D020209	C10.900.300.218	C10	3
D061228	Hypoglossal Nerve Injuries	D020209	C26.915.300.400	C26	3
D024343	Open Bite	D008310	C07.793.494	C07	2
D061218	Depressive Disorder, Treatment-Resistant	D003866	F03.600.300	F03	2
D061219	Olfactory Nerve Injuries	D020209	C10.292.262	C10	2
D061219	Olfactory Nerve Injuries	D020431	C10.292.650	C10	2
D061219	Olfactory Nerve Injuries	D020209	C10.900.300.218	C10	3
D061219	Olfactory Nerve Injuries	D020209	C26.915.300.400	C26	3
D012373	Rocky Mountain Spotted Fever	D000073605	C01.252.400.780.790.750	C01	5
D012373	Rocky Mountain Spotted Fever	D000073605	C01.252.400.825.887	C01	4
D012376	Rodent Diseases	D000820	C22	C22	0
D000361	Agammaglobulinemia	D001796	C15.378.147	C15	2
