DO_ID	DO_NAME	UMLS_CUI
DOID:0050820	atrioventricular block	C0004245
DOID:13533	osteopetrosis	C0029454
DOID:7729	acinar cell cystadenocarcinoma	C1266087
DOID:0060249	scoliosis	C0036439
DOID:0060248	Simpson-Golabi-Behmel syndrome	C0796154
DOID:13534	purulent labyrinthitis	C0155506
DOID:12205	dengue disease	C0011311
DOID:12206	dengue hemorrhagic fever	C0019100
DOID:13538	cornea squamous cell carcinoma	C0346366
DOID:0060241	3-M syndrome	C1848862
DOID:0060241	3-M syndrome	C1851996
DOID:0060243	stuttering	C0038131
DOID:0060243	stuttering	C0038506
DOID:0060243	stuttering	C0454542
DOID:0060243	stuttering	C0751527
DOID:0060243	stuttering	C0751528
DOID:0060243	stuttering	C0751529
DOID:0060243	stuttering	C3489627
DOID:0060242	synpolydactyly	C2699746
DOID:0060247	Smith-McCort dysplasia	C1846431
DOID:0060246	MASA syndrome	C0795953
DOID:0050811	congenital adrenal hyperplasia	C0701163
DOID:7713	tuberculum sellae meningioma	C1336829
DOID:7716	mixed ductal-endocrine carcinoma	C1301048
DOID:12211	filarial elephantiasis	C0013884
DOID:13544	low tension glaucoma	C0152136
DOID:13543	hyperparathyroidism	C0020502
DOID:7717	colloid carcinoma of the pancreas	C1333081
DOID:13501	Mobius syndrome	C0221060
DOID:13507	trigonitis	C1261278
DOID:0060252	sclerocornea	C1853235
DOID:0060251	sclerosteosis	C0265301
DOID:0060254	Robinow syndrome	C0265205
DOID:0060256	Dowling-Degos disease	C0406811
DOID:0060256	Dowling-Degos disease	C3714534
DOID:0060255	rippling muscle disease 2	C1853698
DOID:0060258	reticulate acropigmentation of Kitamura	C0406811
DOID:0060257	dyschromatosis symmetrica hereditaria	C0406775
DOID:0050802	Ehlers-Danlos syndrome progeroid type	C1869122
DOID:7747	pediatric extraocular retinoblastoma	C1321870
DOID:0060261	congenital ptosis	C0266573
DOID:0060260	ptosis	C0005745
DOID:6419	tetralogy of Fallot	C0039685
DOID:13515	tuberous sclerosis	C0041341
DOID:13514	venous tributary occlusion of retina	C0154842
DOID:0060263	porencephaly	C0302892
DOID:0060263	porencephaly	C1867983
DOID:0060263	porencephaly	C3698507
DOID:0060262	gallbladder disease	C0016977
DOID:0060264	pontocerebellar hypoplasia	C0266468
DOID:0060267	pontocerebellar hypoplasia type 2A	C1848526
DOID:0060269	pontocerebellar hypoplasia type 2C	C2676465
DOID:0060268	pontocerebellar hypoplasia type 2B	C2676466
DOID:7733	signet ring cell intrahepatic cholangiocarcinoma	C1519321
DOID:6405	ovarian papillary cystadenoma	C1335175
DOID:7736	retinal telangiectasia	C0154835
DOID:6404	metanephric adenoma	C1266045
DOID:7735	pancreatic colloid cystadenoma	C1335309
DOID:0060272	pontocerebellar hypoplasia type 3	C1842687
DOID:7732	childhood malignant schwannoma	C0279987
DOID:7731	childhood malignant hemangiopericytoma	C0279983
DOID:13520	neonatal infective mastitis	C0158948
DOID:6407	ovarian surface papilloma	C1335183
DOID:6406	double outlet right ventricle	C0013069
DOID:13521	tetanus neonatorum	C0343312
DOID:6408	ovary papillary carcinoma	C1335178
DOID:0060274	pontocerebellar hypoplasia type 5	C1857762
DOID:0060273	pontocerebellar hypoplasia type 4	C1856974
DOID:0060275	pontocerebellar hypoplasia type 6	C1969084
DOID:0060280	primary pigmented nodular adrenocortical disease	C1864846
DOID:0060280	primary pigmented nodular adrenocortical disease	C1864851
DOID:0060282	persistent hyperplastic primary vitreous	C0266568
DOID:0060285	parietal foramina	C1868598
DOID:0060284	paroxysmal nocturnal hemoglobinuria	C0019050
DOID:0060284	paroxysmal nocturnal hemoglobinuria	C0024790
DOID:0060284	paroxysmal nocturnal hemoglobinuria	C0086774
DOID:0060289	Ohdo syndrome	C0796094
DOID:0060288	omodysplasia	C1850318
DOID:0060288	omodysplasia	C2750355
DOID:0060290	blepharophimosis-intellectual disability syndrome, SBBYS type	C1863557
DOID:0060291	oculodentodigital dysplasia	C0812437
DOID:0060294	cold-induced sweating syndrome	C1832409
DOID:0060296	congenital secretory chloride diarrhea 1	C0267662
DOID:7708	perianal skin Paget's disease	C1332270
DOID:7707	rectum signet ring adenocarcinoma	C0279654
DOID:1583	laryngeal tuberculosis	C0041315
DOID:1580	diffuse scleroderma	C1258104
DOID:1587	thrombocytopenia due to platelet alloimmunization	C0272286
DOID:1586	rheumatic fever	C0035436
DOID:1586	rheumatic fever	C0264743
DOID:12282	femoral vein thrombophlebitis	C0265066
DOID:1584	acute chest syndrome	C0742343
DOID:12286	testicular leukemia	C1336711
DOID:1588	thrombocytopenia	C0040034
DOID:12287	Crimean-Congo hemorrhagic fever	C0019099
DOID:0001816	angiosarcoma	C0018923
DOID:0001816	angiosarcoma	C0854893
DOID:1572	normal pressure hydrocephalus	C0020258
DOID:1571	spastic ectropion	C0155195
DOID:1570	ectropion	C0013592
DOID:1574	alcohol abuse	C0085762
DOID:1573	communicating hydrocephalus	C0009451
DOID:12294	atypical depressive disorder	C0154437
DOID:1579	respiratory system disease	C0029582
DOID:1578	pulmonary systemic sclerosis	C0339904
DOID:12297	Vogt-Koyanagi-Harada disease	C0042170
DOID:1577	limited scleroderma	C0748540
DOID:12298	intrahepatic gall duct cancer	C0546835
DOID:12259	hemophilia B	C0008533
DOID:13589	female infertility of uterine origin	C0156416
DOID:13593	eclampsia	C0013537
DOID:12265	chronic salpingo-oophoritis	C0156328
DOID:1591	renovascular hypertension	C0020545
DOID:12270	coloboma	C0009363
DOID:1596	mental depression	C0011570
DOID:12271	aniridia	C0003076
DOID:1595	endogenous depression	C0011573
DOID:1595	endogenous depression	C0041696
DOID:12273	anisometropia	C0003081
DOID:12275	cutaneous diphtheria	C0012555
DOID:12276	malignant tumor of undescended testis	C0153595
DOID:1660	malignant pineal area germ cell neoplasm	C0349621
DOID:1660	malignant pineal area germ cell neoplasm	C1334612
DOID:1664	pineoblastoma	C0205898
DOID:2994	germ cell cancer	C0205851
DOID:2992	prostate neuroendocrine neoplasm	C1335515
DOID:2999	granulosa cell tumor	C0018206
DOID:2999	granulosa cell tumor	C0334401
DOID:2998	testicular cancer	C0039590
DOID:2998	testicular cancer	C0153594
DOID:2998	testicular cancer	C1333010
DOID:2997	Sertoli-Leydig cell tumor	C0206723
DOID:2996	mixed germ cell-sex cord neoplasm	C1321220
DOID:2983	anuria	C0003460
DOID:2982	perinephritis	C0031065
DOID:1650	female breast axillary tail cancer	C0153554
DOID:2981	kidney papillary necrosis	C0022667
DOID:1657	ventricular septal defect	C0018818
DOID:2988	antiphospholipid syndrome	C0085278
DOID:2987	familial Mediterranean fever	C0031069
DOID:2986	IgA glomerulonephritis	C0017661
DOID:1659	supratentorial cancer	C0038874
DOID:1659	supratentorial cancer	C0751589
DOID:1682	congenital heart disease	C0018798
DOID:1681	heart septal defect	C0018816
DOID:1680	chronic cystitis	C0156268
DOID:1686	glaucoma	C0017601
DOID:1687	neovascular glaucoma	C0017609
DOID:1670	Behcet's syndrome arthropathy	C0157770
DOID:1673	pneumothorax	C0029850
DOID:1672	spontaneous tension pneumothorax	C0155907
DOID:1679	cystitis	C0010692
DOID:1678	chronic interstitial cystitis	C0600040
DOID:1677	low implantation of placenta	C0156617
DOID:1618	breast fibroadenoma	C0178421
DOID:1618	breast fibroadenoma	C0206650
DOID:1618	breast fibroadenoma	C0346158
DOID:1618	breast fibroadenoma	C1333137
DOID:2951	motion sickness	C0026603
DOID:1623	breast leiomyoma	C1511317
DOID:2952	inner ear disease	C0022890
DOID:2952	inner ear disease	C0494559
DOID:1628	intraductal papillary breast neoplasm	C1334252
DOID:2959	hyperimmunoglobulin syndrome	C1334069
DOID:1627	intraductal papilloma	C0206713
DOID:1626	breast duct papilloma	C0238034
DOID:2957	pulmonary tuberculosis	C0041327
DOID:1625	breast adenoma	C1328385
DOID:1607	hypoglycemic coma	C0020617
DOID:1612	breast cancer	C0006142
DOID:1612	breast cancer	C0153555
DOID:1612	breast cancer	C1458155
DOID:2942	bronchiolitis	C0006271
DOID:1616	benign eccrine breast spiradenoma	C1332492
DOID:1614	male breast cancer	C0153559
DOID:1614	male breast cancer	C0242788
DOID:2945	severe acute respiratory syndrome	C1175175
DOID:1642	breast adenomyoepithelioma	C1334564
DOID:1642	breast adenomyoepithelioma	C1510795
DOID:2973	kidney cortex necrosis	C0022656
DOID:1641	benign breast adenomyoepithelioma	C1332477
DOID:2972	renal artery obstruction	C0035066
DOID:2977	primary hyperoxaluria	C0020500
DOID:2977	primary hyperoxaluria	C0020501
DOID:2975	cystic kidney disease	C0022679
DOID:1649	female breast lower-inner quadrant cancer	C0153551
DOID:1647	female breast upper-inner quadrant cancer	C0153550
DOID:2978	carbohydrate metabolic disorder	C0007001
DOID:2978	carbohydrate metabolic disorder	C0029777
DOID:1629	breast myofibroblastoma	C1511320
DOID:1631	benign breast phyllodes tumor	C0010701
DOID:1631	benign breast phyllodes tumor	C0334501
DOID:1631	benign breast phyllodes tumor	C1332533
DOID:2962	Cockayne syndrome	C0009207
DOID:2960	photosensitive trichothiodystrophy	C1955934
DOID:1634	breast papillomatosis	C1332636
DOID:2965	bursitis	C0006444
DOID:2964	periarthritis	C0031037
DOID:1639	skeletal tuberculosis	C0041324
DOID:1638	central nervous system tuberculosis	C0085388
DOID:1637	breast angiomatosis	C1511284
DOID:2908	Treacher Collins syndrome	C0242387
DOID:2907	Goldenhar syndrome	C0265240
DOID:5182	blastema predominant kidney Wilms' tumor	C0279609
DOID:5183	hereditary Wilms' tumor	C0677779
DOID:5189	epithelial predominant Wilms' tumor	C0279608
DOID:0110973	Mononen-Karnes-Senac syndrome	C2931060
DOID:2914	immune system disease	C0041806
DOID:2913	acute pancreatitis	C0001339
DOID:0110970	brachydactyly type C	C1300268
DOID:0110970	brachydactyly type C	C1862103
DOID:5176	renal Wilms' tumor	C1335062
DOID:5170	vaginal endometrial stromal sarcoma	C3642329
DOID:5171	vaginal endometrial stromal tumor	C3642328
DOID:5172	endometrium carcinoma in situ	C0346191
DOID:0110968	brachydactyly type A6	C1862130
DOID:0110965	brachydactyly type A2	C1832702
DOID:5178	metachronous kidney Wilms' tumor	C1334705
DOID:5179	mixed cell type kidney Wilms' tumor	C0279611
DOID:13500	hairy tongue	C0040414
DOID:2929	Newcastle disease	C0027983
DOID:0090020	split hand-foot malformation	C0265554
DOID:0090023	split hand-foot malformation 4	C0265554
DOID:0090022	split hand-foot malformation 5	C0265554
DOID:0090028	familial isolated deficiency of vitamin E	C1848533
DOID:1602	lymphadenitis	C0024205
DOID:1602	lymphadenitis	C0154304
DOID:1602	lymphadenitis	C0157705
DOID:0090027	split hand-foot malformation 2	C0265554
DOID:0090026	split hand-foot malformation 6	C0265554
DOID:0090025	split hand-foot malformation 3	C0265554
DOID:2935	Chediak-Higashi syndrome	C0007965
DOID:2934	aleutian mink disease	C0002016
DOID:2917	cryoglobulinemia	C0010403
DOID:2916	hypersensitivity reaction type IV disease	C0021070
DOID:5190	cervical Wilms' tumor	C1516437
DOID:5195	peripheral nervous system ganglioneuroblastoma	C1335387
DOID:5196	fallopian tube adenomatoid tumor	C1517110
DOID:5191	stromal predominant kidney Wilms' tumor	C0279610
DOID:5193	nodular ganglioneuroblastoma	C1517445
DOID:5194	intermixed schwannian stroma-rich ganglioneuroblastoma	C1517444
DOID:5199	ureteral obstruction	C0029866
DOID:2921	glomerulonephritis	C0017658
DOID:2920	membranoproliferative glomerulonephritis	C0017662
DOID:2926	Klippel-Trenaunay syndrome	C0022739
DOID:0090019	sitosterolemia	C0342907
DOID:0110948	Waardenburg syndrome type 1	C1847800
DOID:5140	gallbladder leiomyoma	C1333745
DOID:5142	vulvar leiomyoma	C1520087
DOID:6474	childhood teratocarcinoma of the testis	C1333008
DOID:5143	large bowel leiomyoma	C1333113
DOID:5149	epithelioid neurofibroma	C1275264
DOID:6476	clear cell variant infiltrating bladder urothelial carcinoma	C1512737
DOID:5146	appendix leiomyoma	C1332327
DOID:5147	dartoic leiomyoma	C0346066
DOID:6477	invasive bladder transitional cell carcinoma	C1334281
DOID:6460	large intestine lipoma	C1333114
DOID:5132	leiomyoma cutis	C0346064
DOID:5137	pericardium leiomyoma	C1335380
DOID:6469	ovarian mucinous adenofibroma	C1518723
DOID:5138	leiomyomatosis	C0206654
DOID:6468	mucinous cystadenofibroma	C1377844
DOID:5139	cellular leiomyoma	C0334477
DOID:5134	anus leiomyoma	C1332266
DOID:5136	lung leiomyoma	C1334447
DOID:5162	arteriolosclerosis	C0878486
DOID:6494	pediatric myxoid chondrosarcoma	C1332984
DOID:6496	extraskeletal myxoid chondrosarcoma	C1275278
DOID:5165	uterine corpus sarcoma	C0338113
DOID:6495	adult myxoid chondrosarcoma	C1332209
DOID:5160	arteriosclerosis obliterans	C0003851
DOID:6492	breast epithelioid hemangioma	C1332627
DOID:6491	breast capillary hemangioma	C1332619
DOID:5166	endometrial stromal tumor	C0334695
DOID:6498	seborrheic keratosis	C0022603
DOID:5169	ovarian endometrioid stromal sarcoma	C1518714
DOID:5151	plexiform neurofibroma	C0206728
DOID:6483	rete testis adenoma	C1514910
DOID:5152	cellular neurofibroma	C1516371
DOID:6482	lung acinar adenocarcinoma	C1332137
DOID:5153	atypical neurofibroma	C1510961
DOID:5154	borna disease	C0006023
DOID:6484	mediastinal melanocytic neurilemmoma	C1334668
DOID:6481	bladder signet ring cell adenocarcinoma	C1332563
DOID:5150	neurofibroma of gallbladder	C1333751
DOID:0050876	Caroli disease	C0162510
DOID:5155	multiple mucosal neuroma	C1334828
DOID:5157	benign pleural mesothelioma	C1377913
DOID:6489	periosteal osteogenic sarcoma	C1377843
DOID:5158	pleural cancer	C0032229
DOID:5158	pleural cancer	C0153494
DOID:0060315	oral hairy leukoplakia	C0206186
DOID:13447	corneal argyrosis	C0155108
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome	C0220663
DOID:13446	basilar artery occlusion	C0265098
DOID:14777	benign familial neonatal epilepsy	C0220669
DOID:0060317	lung abscess	C0024110
DOID:12117	pulmonary alveolar microlithiasis	C0155912
DOID:0060316	orofaciodigital syndrome I	C0026363
DOID:0060316	orofaciodigital syndrome I	C0029294
DOID:0060316	orofaciodigital syndrome I	C1510460
DOID:12118	pulmonary hemosiderosis	C0020807
DOID:13448	posterior corneal pigmentation	C0155106
DOID:0060319	cardiac arrest	C0018790
DOID:0060319	cardiac arrest	C0600228
DOID:12119	hemosiderosis	C0019114
DOID:0060318	acute promyelocytic leukemia	C0023487
DOID:8970	subacute sclerosing panencephalitis	C0038522
DOID:0060311	adenoid hypertrophy	C0149825
DOID:0060313	tracheomalacia	C0392109
DOID:0060312	angular cheilitis	C0007971
DOID:6315	ovarian solid teratoma	C1335181
DOID:7646	multiple spinal canal and spinal cord meningioma	C1334825
DOID:6314	ovarian fetiform teratoma	C1518715
DOID:6316	Bartholin's gland adenocarcinoma	C0238016
DOID:7642	cholangiolocellular carcinoma	C1516490
DOID:6313	clivus chondroid chordoma	C1333072
DOID:6312	clivus chordoma	C1333071
DOID:7643	acantholytic squamous cell skin carcinoma	C0345979
DOID:13450	coccidioidomycosis	C0009186
DOID:14780	KBG syndrome	C0220687
DOID:12120	pulmonary alveolar proteinosis	C0034050
DOID:13452	scleritis	C0036416
DOID:13454	gonococcal synovitis	C0343714
DOID:12123	postinflammatory pulmonary fibrosis	C0175999
DOID:13453	gonococcal bursitis	C0153218
DOID:14784	olivopontocerebellar atrophy	C0028968
DOID:12124	episcleritis periodica fugax	C0155351
DOID:12125	neurotrophic keratoconjunctivitis	C0155084
DOID:0060326	myelomeningocele	C0025312
DOID:0060326	myelomeningocele	C0086664
DOID:0060326	myelomeningocele	C0751316
DOID:0060325	cervical polyp	C0153996
DOID:12128	pica disease	C0031873
DOID:0060327	omphalocele	C0795690
DOID:0060327	omphalocele	C1306503
DOID:12129	bulimia nervosa	C0006370
DOID:0060329	ectopic pregnancy	C0032987
DOID:0060320	inguinal hernia	C0019294
DOID:0060320	inguinal hernia	C0019295
DOID:0060320	inguinal hernia	C0019296
DOID:0060322	mastoiditis	C0024904
DOID:0060321	umbilical hernia	C0795690
DOID:0060321	umbilical hernia	C1306503
DOID:7635	Gasserian ganglion meningioma	C1333760
DOID:7634	suprasellar meningioma	C1336535
DOID:7631	adult ependymoblastoma	C0281330
DOID:7633	macular holes	C0024441
DOID:7632	Cowper gland carcinoma	C1516284
DOID:13461	urethral intrinsic sphincter deficiency	C0375381
DOID:14791	Leber congenital amaurosis	C0339527
DOID:12132	Wegener's granulomatosis	C3495801
DOID:14793	hypohidrotic ectodermal dysplasia	C0162359
DOID:14796	Dubowitz syndrome	C0175691
DOID:7639	malignant granular cell skin tumor	C1334575
DOID:12134	factor VIII deficiency	C0019069
DOID:6307	ectopic thymus	C1333375
DOID:14798	Blount's disease	C0220757
DOID:8969	tonsillar fossa cancer	C0153384
DOID:0060337	CEDNIK syndrome	C1836033
DOID:14755	argininosuccinic aciduria	C0268547
DOID:14757	type III Ehlers-Danlos syndrome	C0268337
DOID:14759	autosomal recessive type IV Ehlers-Danlos syndrome	C0268340
DOID:6331	immature teratoma of ovary	C0346182
DOID:8991	cervix uteri carcinoma in situ	C0851140
DOID:6337	cerebellopontine angle meningioma	C1263882
DOID:6333	adult intracranial malignant hemangiopericytoma	C1334558
DOID:7664	endometrial mixed adenocarcinoma	C1516856
DOID:6332	adult malignant hemangiopericytoma	C0279547
DOID:8997	polycythemia vera	C0032463
DOID:5003	eunuchism	C0238117
DOID:6335	bilateral meningioma of optic nerve	C1332551
DOID:6334	anterior optic tract meningioma	C1332308
DOID:7665	non-gestational ovarian choriocarcinoma	C1518355
DOID:14761	Greig cephalopolysyndactyly syndrome	C0265306
DOID:13431	bejel	C0004945
DOID:14762	calcaneonavicular coalition	C0175700
DOID:0060348	hypoparathyroidism-retardation-dysmorphism syndrome	C1855840
DOID:0060347	acrorenal syndrome	C3495490
DOID:12105	inflammatory spondylopathy	C0021396
DOID:0060349	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	C1835265
DOID:14768	Saethre-Chotzen syndrome	C0175699
DOID:12108	bullous retinoschisis	C0344289
DOID:7651	hypercalcemic type ovarian small cell carcinoma	C1518736
DOID:7650	pulmonary type ovarian small cell carcinoma	C1518737
DOID:0060344	acrodermatitis chronica atrophicans	C0029805
DOID:0060346	Native American myopathy	C1850625
DOID:0060345	bacillary angiomatosis	C0085434
DOID:7656	adult infiltrating astrocytic neoplasm	C0281329
DOID:6322	tibial adamantinoma	C1273017
DOID:8986	narcolepsy	C0027404
DOID:14773	cartilage-hair hypoplasia	C0220748
DOID:13444	glanders	C0017589
DOID:14775	brittle cornea syndrome	C0268342
