ORPHANET_ID	ORPHANET_NAME	PARENT_ORPHANET_ID
2739	Onycho-tricho-dysplasia-neutropenia syndrome	
252028	Primary melanocytic tumor of central nervous system	
252018	Teratoma of the central nervous system	250908
661	Ondine syndrome	98006
2736	Lethal omphalocele-cleft palate syndrome	93890
252021	Mixed germ cell tumor of central nervous system	250908
254367	Rare lichen planus	
2776	Autosomal recessive distal osteolysis syndrome	93419
2777	Osteomesopyknosis	93419
254361	Autosomal recessive limb-girdle muscular dystrophy type 2Q	98006
2774	Multicentric carpo-tarsal osteolysis with or without nephropathy	93419
254351	Distal 7q11.23 microdeletion syndrome	93890
2775	Autosomal recessive carpotarsal osteolysis	
2769	Familial osteodysplasia, Anderson type	93890
254346	19p13.12 microdeletion syndrome	93890
2770	Nasu-Hakola disease	93419
254343	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome	98006
2767	Carpotarsal osteochondromatosis	93419
254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	98006
2768	Blount disease	93419
2762	Progressive osseous heteroplasia	93419
252212	Malignant triton tumor	250908
2763	Osteocraniostenosis	93419
252206	Melanoma and neural system tumor syndrome	98006
252202	Constitutional mismatch repair deficiency syndrome	98006
2759	Imperforate oropharynx-costovertebral anomalies syndrome	93890
2760	OSLAM syndrome	93890
252190	Inherited nervous system cancer-predisposing syndrome	
252183	Neurofibroma	250908
252175	Vestibular schwannoma	250908
254516	Temple syndrome	93890
2793	Otoonychoperoneal syndrome	93890
2792	Otofaciocervical syndrome	93890
254519	Kagami-Ogata syndrome	93890
254525	Temple syndrome due to paternal 14q32.2 microdeletion	93890
2798	Pachygyria-intellectual disability-epilepsy syndrome	98006
2796	Pachydermoperiostosis	93419
254528	Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion	93890
254478	Lichen planus pemphigoides	89826
2789	Lateral meningocele syndrome	93419
2788	Osteoporosis-pseudoglioma syndrome	93419
254492	Frontal fibrosing alopecia	89826
2791	Otodental syndrome	93890
254504	Inhalational botulism	68416
2790	Endosteal hyperostosis, Worth type	93419
254509	Iatrogenic botulism	68416
254411	Annular atrophic lichen planus	89826
1306	Buschke-Ollendorff syndrome	93419
254424	Annular lichen planus	89826
2783	Autosomal dominant osteopetrosis type 1	93419
2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome	93419
254449	Atrophic lichen planus	89826
2786	Osteoporosis-oculocutaneous hypopigmentation syndrome	93419
254463	Lichen planus pigmentosus	89826
254370	Rare cutaneous lichen planus	
2780	Osteopathia striata-cranial sclerosis syndrome	93419
254373	Rare mucosal lichen planus	
2779	Osteopathia striata-pigmentary dermopathy-white forelock syndrome	93419
254379	Linear lichen planus	89826
254395	Actinic lichen planus	89826
667	Autosomal recessive malignant osteopetrosis	93419
2815	Spastic paraparesis-deafness syndrome	98006
254767	Mitochondrial oxidative phosphorylation disorder due to a large-scale single deletion of mitochondrial DNA	
254758	Mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies	
2816	Spastic paraplegia-epilepsy-intellectual disability syndrome	
254788	Mitochondrial DNA-related mitochondrial myopathy	
2818	Spastic paraplegia-glaucoma-intellectual disability syndrome	98006
254776	Mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA	
254723	Pigmented hypertrichosis with insulin-dependent diabetes mellitus syndrome	
2808	Laryngeal abductor paralysis	98036
254712	Familial sinus histiocytosis with massive lymphadenopathy	
2809	Familial recurrent peripheral facial palsy	98006
254749	Tricarboxylic acid cycle disorder	
2812	Parana hard skin syndrome	89826
254746	Pyruvate metabolism disorder	
2805	Partial pancreatic agenesis	93890
254698	Epithelioid trophoblastic tumor	250908
254693	Partial hydatidiform mole	250908
675	Annular pancreas	93890
2807	Papilloma of choroid plexus	98006
254707	Faisalabad histiocytosis	
678	Papillon-Lefèvre syndrome	89826
254704	Genetic hyperferritinemia without iron overload	98053
254534	Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation	93890
2802	X-linked sideroblastic anemia and spinocerebellar ataxia	98006
254531	Temple syndrome due to paternal 14q32.2 hypomethylation	93890
254688	Complete hydatidiform mole	250908
2804	W syndrome	93890
254685	Gestational trophoblastic disease	
261718	Anomaly of chromosome 8	
261715	Anomaly of chromosome 7	
261712	Anomaly of chromosome 6	
2491	Müllerian duct anomalies-limb anomalies syndrome	93890
261709	Anomaly of chromosome 5	
2492	FATCO syndrome	93890
2498	Syndactyly type 8	93890
261730	Anomaly of chromosome 11	
2499	Metachondromatosis	93419
261724	Anomaly of chromosome 10	
2496	Mesomelia-synostoses syndrome	93419
2497	Upper limb mesomelic dysplasia	93419
261721	Anomaly of chromosome 9	
261742	Anomaly of chromosome 15	
2502	Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	93419
261739	Anomaly of chromosome 14	
261736	Anomaly of chromosome 13	
2500	Acrogeria	89826
261733	Anomaly of chromosome 12	
2501	Metaphyseal chondrodysplasia, Spahr type	93419
261754	Anomaly of chromosome 19	
2506	Michels syndrome	
261751	Anomaly of chromosome 18	
261748	Anomaly of chromosome 17	
2504	Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	93419
261745	Anomaly of chromosome 16	
2505	Multiple benign circumferential skin creases on limbs	89826
261763	Anomaly of chromosome 22	
2511	Microbrachycephaly-ptosis-cleft lip syndrome	93890
261766	Partial deletion of chromosome 1	
2510	Micro syndrome	93890
261757	Anomaly of chromosome 20	
2508	Corpus callosum agenesis-abnormal genitalia syndrome	93890
261760	Anomaly of chromosome 21	
261781	Partial deletion of chromosome 4	
2516	Microcephaly-cardiac defect-lung malsegmentation syndrome	93890
261786	Partial deletion of chromosome 5	
2515	Microcephaly-cardiomyopathy syndrome	93890
261771	Partial deletion of chromosome 2	
2514	Autosomal dominant primary microcephaly	93890
261776	Partial deletion of chromosome 3	
2513	Microcephaly-albinism-digital anomalies syndrome	93890
261801	Partial deletion of chromosome 8	
2521	Microcephaly-cleft palate-abnormal retinal pigmentation syndrome	93890
261806	Partial deletion of chromosome 9	
261791	Partial deletion of chromosome 6	
2518	Autosomal recessive chorioretinopathy-microcephaly syndrome	97966
261796	Partial deletion of chromosome 7	
261821	Partial deletion of the long arm of chromosome 12	
2524	Pontocerebellar hypoplasia type 2	93890
261826	Partial deletion of chromosome 16	
261811	Partial deletion of chromosome 10	
2523	Microcephaly-brain defect-spasticity-hypernatremia syndrome	93890
261816	Partial deletion of chromosome 11	
2522	Microcephaly-cervical spine fusion anomalies syndrome	93890
261836	Partial deletion of chromosome 18	
2526	Microcephaly-lymphedema-chorioretinopathy syndrome	93890
261831	Partial deletion of chromosome 17	
261846	Partial deletion of chromosome 20	
2528	Microcephaly-microcornea syndrome, Seemanova type	93890
261841	Partial deletion of chromosome 19	
261866	Partial deletion of the short arm of chromosome 2	
261857	Partial deletion of the short arm of chromosome 1	
261884	Partial deletion of the short arm of chromosome 4	
2533	Microcephaly-deafness-intellectual disability syndrome	93890
261875	Partial deletion of the short arm of chromosome 3	
261902	Partial deletion of the short arm of chromosome 6	
2536	Microcornea-glaucoma-absent frontal sinuses syndrome	93890
261893	Partial deletion of the short arm of chromosome 5	
261920	Partial deletion of the short arm of chromosome 8	
261911	Partial deletion of the short arm of chromosome 7	
261938	Partial deletion of the short arm of chromosome 10	
261929	Partial deletion of the short arm of chromosome 9	
261956	Partial deletion of the short arm of chromosome 16	
261947	Partial deletion of the short arm of chromosome 11	
261965	Partial monosomy of the short arm of chromosome 17	
2549	Oculoauriculovertebral spectrum with radial defects	93890
261974	Partial deletion of the short arm of chromosome 18	
261983	Partial deletion of the short arm of chromosome 19	
2551	Microspherophakia-metaphyseal dysplasia syndrome	93890
261992	Partial monosomy of the short arm of chromosome 20	
262001	Partial deletion of the long arm of chromosome 1	
2554	Ear-patella-short stature syndrome	93890
262010	Partial deletion of the long arm of chromosome 2	
262019	Partial deletion of the long arm of chromosome 3	
2556	Microphthalmia with linear skin defects syndrome	93890
262029	Partial deletion of the long arm of chromosome 4	
262038	Partial deletion of the long arm of chromosome 5	
2558	Mikati-Najjar-Sahli syndrome	93890
262047	Partial deletion of the long arm of chromosome 6	
2557	Mietens syndrome	93890
2561	Pyramidal molars-abnormal upper lip syndrome	93890
262056	Partial deletion of the long arm of chromosome 7	
262065	Partial deletion of the long arm of chromosome 8	
2560	Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome	98006
2564	Tetramelic monodactyly	93890
262074	Partial monosomy of the long arm of chromosome 9	
262083	Partial monosomy of the long arm of chromosome 10	
2563	MOMO syndrome	93890
262092	Partial deletion of the long arm of chromosome 11	
262101	Partial deletion of the long arm of chromosome 13	
2565	Mononen-Karnes-Senac syndrome	93890
2574	Moynahan syndrome	98006
575	Muckle-Wells syndrome	98023
2572	Spastic ataxia-corneal dystrophy syndrome	98006
2573	Moyamoya disease	98006
2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome	93890
2571	X-linked immunoneurologic disorder	98006
2569	Moore-Federman syndrome	
261183	15q11.2 microdeletion syndrome	93890
2585	Ataxia-pancytopenia syndrome	98006
261144	14q12 microdeletion syndrome	93890
261120	14q11.2 microdeletion syndrome	93890
2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2	93890
261112	Monosomy 9p	93890
2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	98006
261102	Distal 7q11.23 microduplication syndrome	93890
2576	Mulibrey nanism	93890
261236	16p13.11 microdeletion syndrome	93890
261243	16p13.11 microduplication syndrome	93890
2608	N syndrome	93890
261222	Distal 16p11.2 microdeletion syndrome	93890
1359	Carney complex	97978
2593	Tubular aggregate myopathy	98006
261229	14q11.2 microduplication syndrome	93890
2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	98006
261204	16p11.2p12.2 microduplication syndrome	93890
261211	16p11.2p12.2 microdeletion syndrome	93890
2589	Myoclonus-cerebellar ataxia-deafness syndrome	93890
261190	15q14 microdeletion syndrome	93890
2588	Myhre syndrome	93890
261197	Proximal 16p11.2 microdeletion syndrome	93890
261295	20p12.3 microdeletion syndrome	93890
261304	Paternal 20q13.2q13.3 microdeletion syndrome	93890
261279	17q23.1q23.2 microdeletion syndrome	93890
261290	Trisomy 17p	93890
2617	Microcephalic primordial dwarfism, Montreal type	93890
261265	17q12 microdeletion syndrome	93890
261272	17q12 microduplication syndrome	93890
261250	16q24.3 microdeletion syndrome	93890
2616	3M syndrome	93419
2613	Nail-patella-like renal disease	93626
261257	Distal 17p13.3 microdeletion syndrome	93890
261344	Trisomy 1q	93890
261337	Distal 22q11.2 microduplication syndrome	93890
261476	Xp21 microdeletion syndrome	93890
261349	2p15p16.1 microdeletion syndrome	93890
261318	Trisomy 20p	93890
261311	20q13.33 microdeletion syndrome	93890
2623	Geleophysic dysplasia	93419
261330	Distal 22q11.2 microdeletion syndrome	93890
261323	21q22.11q22.12 microdeletion syndrome	93890
261524	Paternal uniparental disomy of chromosome X	93890
2639	Fibular aplasia-complex brachydactyly syndrome	93890
261519	Maternal uniparental disomy of chromosome X	93890
261534	49,XXXYY syndrome	93890
2640	Lethal short-limb dwarfism, McAlister-Crane type	
261529	Ring chromosome Y syndrome	93890
2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome	93890
261494	Kleefstra syndrome	93890
261483	Xq27.3q28 duplication syndrome	93890
2632	Langer mesomelic dysplasia	93419
2633	Mesomelic dysplasia, Nievergelt type	93419
261501	Atypical Norrie disease due to Xp11.3 microdeletion	93890
2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type	93419
2646	Parastremmatic dwarfism	93419
261579	Blepharophimosis-epicanthus inversus-ptosis due to copy number variations	93890
2645	Osteoglosphonic dysplasia	93419
261584	Familial adenomatous polyposis due to 5q22.2 microdeletion	97935
261600	Alagille syndrome due to 20p12 microdeletion	93890
261619	Alagille syndrome due to a JAG1 point mutation	93890
261537	Mowat-Wilson syndrome due to monosomy 2q22	93890
2643	Microcephalic primordial dwarfism, Toriello type	93419
261552	Mowat-Wilson syndrome due to a ZEB2 point mutation	93890
261559	Blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome	93890
261572	Blepharophimosis-epicanthus inversus-ptosis due to a point mutation syndrome	93890
2636	Microcephalic osteodysplastic primordial dwarfism types I and III	93419
261697	Anomaly of chromosome 1	
2658	Lenz-Majewski hyperostotic dwarfism	93419
261700	Anomaly of chromosome 2	
261703	Anomaly of chromosome 3	
261706	Anomaly of chromosome 4	
261629	Alagille syndrome due to a NOTCH2 point mutation	93890
261638	Okihiro syndrome due to 20q13 microdeletion	93890
261647	Okihiro syndrome due to a point mutation	93890
2654	Syndesmodysplasic dwarfism	
261652	Kleefstra syndrome due to a point mutation	93890
264200	14q22q23 microdeletion syndrome	93890
263798	Y chromosomal anomaly	
3059	X-linked intellectual disability, Gu type	
263793	Uniparental disomy of chromosome X	
263783	Partial duplication of the long arm of chromosome X	
3056	X-linked intellectual disability, Brooks type	93890
263775	Partial duplication of the short arm of chromosome X	
263768	Partial duplication of chromosome X	
3057	Monoamine oxidase A deficiency	68367
3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	93890
263756	Partial deletion of the long arm of chromosome X	
263749	X and Y chromosomal anomaly	
263746	Y chromosome number anomaly	
3052	X-linked intellectual disability-seizures-psoriasis syndrome	93890
263731	Partial monosomy of the short arm of chromosome X	
263726	Partial deletion of chromosome X	
3047	Blepharophimosis-intellectual disability syndrome, SBBYS type	93890
263723	Polysomy of X chromosome	
263720	X chromosome number anomaly with male phenotype	
3044	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	93890
263714	X chromosome number anomaly	
3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome	98006
263717	X chromosome number anomaly with female phenotype	
3041	Intellectual disability-balding-patella luxation-acromicria syndrome	93890
263708	Complex chromosomal rearrangement	
263711	X chromosome anomaly	
3038	Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome	93890
263665	NK-cell enteropathy	97935
263558	Peeling skin syndrome type C	89826
3035	Growth delay-hydrocephaly-lung hypoplasia syndrome	93890
263662	Familial multiple meningioma	98006
3034	Delayed membranous cranial ossification	93419
263548	Peeling skin syndrome type A	89826
3033	Renal tubular dysgenesis	93890
263553	Peeling skin syndrome type B	89826
3032	NPHP3-related Meckel-like syndrome	93626
263534	Acral peeling skin syndrome	89826
263543	Generalized peeling skin syndrome	89826
263516	Progressive myoclonic epilepsy type 3	98006
263524	Acute necrotizing encephalopathy of childhood	68416
263501	COG4-CDG	68367
3026	Radial ray hypoplasia-choanal atresia syndrome	93890
263508	COG1-CDG	68367
263482	Spondyloepiphyseal dysplasia, Maroteaux type	93419
3021	RAPADILINO syndrome	93890
3022	Rapp-Hodgkin syndrome	
263479	Fuchs heterochromic iridocyclitis	97966
263494	DPM3-CDG	68367
3023	External auditory canal atresia-vertical talus-hypertelorism syndrome	93890
263487	COG5-CDG	68367
263458	Hyperinsulinism due to INSR deficiency	97978
263455	Hyperinsulinism due to HNF4A deficiency	68367
1832	Lethal osteosclerotic bone dysplasia	93419
3018	Retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome	98028
