ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
158687	Lethal acantholytic epidermolysis bullosa	C1864826
158684	Epidermolysis bullosa simplex with pyloric atresia	C2677349
2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome	C2931750
158681	Epidermolysis bullosa simplex with circinate migratory erythema	C1836284
158668	Epidermolysis bullosa simplex due to plakophilin deficiency	C1858302
2016	Cleft palate-lateral synechia syndrome	C0795898
2017	Sternal cleft	C0265696
2017	Sternal cleft	C2931507
2013	Cleft palate-large ears-small head syndrome	C1867023
2010	Cleft palate-stapes fixation-oligodontia syndrome	C1859081
2008	Acrocardiofacial syndrome	C1838121
1987	Femoral agenesis/hypoplasia	C0345375
1986	Gollop-Wolfgang complex	C1856789
1984	Fechtner syndrome	C0403445
1980	Bilateral striopallidodentate calcinosis	C0393590
1997	Blepharo-cheilo-odontic syndrome	C1861536
1995	Cleft lip-retinopathy syndrome	C2931789
1993	Pai syndrome	C1835087
1988	Femoral-facial syndrome	C0265263
2348	Familial partial lipodystrophy, Dunnigan type	C1720860
247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	C0431648
2351	Kousseff syndrome	C2931444
247768	Müllerian aplasia and hyperandrogenism	C2675014
2353	Schilbach-Rott syndrome	C1834038
2355	Kumar-Levick syndrome	C1862842
2363	Lacrimoauriculodentodigital syndrome	C0265269
247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	C1860518
2340	Keratosis follicularis spinulosa decalvans	C0343057
247685	Odontohypophosphatasia	C1840322
2342	Haim-Munk syndrome	C1855627
247709	Multiple endocrine neoplasia type 2B	C0025269
247698	Multiple endocrine neoplasia type 2A	C0025268
485	Kniest dysplasia	C0265279
247762	Lipoblastoma	C1260965
2347	Lethal Kniest-like dysplasia	C1855605
247585	Citrullinemia type II	C1863844
2333	Kenny-Caffey syndrome	C0265291
247598	Neonatal intrahepatic cholestasis due to citrin deficiency	C1853942
2332	KBG syndrome	C0220687
247604	Juvenile primary lateral sclerosis	C1853396
247623	Perinatal lethal hypophosphatasia	C2673477
2338	Isolated punctate palmoplantar keratoderma	C1274216
2337	Non-epidermolytic palmoplantar keratoderma	C1833030
2337	Non-epidermolytic palmoplantar keratoderma	C1838359
247651	Infantile hypophosphatasia	C0268412
247667	Childhood-onset hypophosphatasia	C0220743
2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome	C1839910
247676	Adult hypophosphatasia	C0268413
494	Keratoderma hereditarium mutilans	C0265964
2322	Kabuki syndrome	C0796004
2321	Jung syndrome	C1832362
2324	Osteopenia-intellectual disability-sparse hair syndrome	C1850140
2323	Sanjad-Sakati syndrome	C1855840
247525	Citrullinemia type I	C0751751
2325	Epidermolysis bullosa simplex with anodontia/hypodontia	C0432313
2329	Karsch-Neugebauer syndrome	C1866740
247582	Citrin deficiency	C1863844
247582	Citrin deficiency	C1997910
2328	Kapur-Toriello syndrome	C0796005
2408	Lowe-Kohn-Cohen syndrome	C2931080
2409	Lowry-MacLean syndrome	C0796020
2407	LOC syndrome	C1328355
2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	C2931402
248408	Familial hypodysfibrinogenemia	C0272350
2410	Hypergonadotropic hypogonadism-cataract syndrome	C1855859
2399	Nasopalpebral lipoma-coloboma syndrome	C1868660
2400	Peripheral motor neuropathy-dysautonomia syndrome	C1854961
248308	Rare hemorrhagic disorder	C0019087
248308	Rare hemorrhagic disorder	C0005779
2396	Encephalocraniocutaneous lipomatosis	C0406612
2388	Choreoacanthocytosis	C0393576
248111	Juvenile Huntington disease	C0751208
2387	Leukonychia totalis	C0544855
248095	Primary hypertrophic osteoarthropathy	C0029411
2379	Early-onset parkinsonism-intellectual disability syndrome	C0796195
2391	Congenitally short costocoracoid ligament	C1852523
248293	Rare deficiency anemia	C0041782
2390	Lichtenstein syndrome	C1855502
2389	Lewis-Pashayan syndrome	C0406704
2371	Lethal Larsen-like syndrome	C1855535
2378	Laurin-Sandrow syndrome	C1851100
247868	NLRP12-associated hereditary periodic fever syndrome	C2673198
2375	Laryngeal abductor paralysis-intellectual disability syndrome	C0396059
2456	Familial supernumerary nipples	C0266011
2457	Mandibuloacral dysplasia	C0432291
2451	Mucocutaneous venous malformations	C1838437
2453	Malpuech syndrome	C0796032
2439	Patterson-Stevenson-Fontaine syndrome	C1866741
2439	Patterson-Stevenson-Fontaine syndrome	C3489790
2440	Isolated split hand-split foot malformation	C0265554
244310	RFT1-CDG	C2677590
244242	HELLP syndrome	C0162739
296	Ollier disease	C0014084
296	Ollier disease	C0013366
2437	Czeizel-Losonci syndrome	C1866739
2438	Hand-foot-genital syndrome	C1841679
243343	Dimethylglycine dehydrogenase deficiency	C1853892
1019	Epstein syndrome	C0398641
243367	Acute fatty liver of pregnancy	C1455728
2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	C1835172
2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome	C1838281
2432	Macrosomia-microphthalmia-cleft palate syndrome	C1855467
2489	Upper limb defect-eye and ear abnormalities syndrome	C1848816
247353	Generalized pustular psoriasis	C0343055
247262	Hyperphosphatasia-intellectual disability syndrome	C1855923
2487	Lower limb malformation-hypospadias syndrome	C2930962
247257	Inhalational anthrax	C0155866
2485	Melorheostosis	C0025239
2483	Melkersson-Rosenthal syndrome	C0025235
247203	Collecting duct carcinoma	C1266044
2484	Melnick-Needles syndrome	C0025237
2481	Neurocutaneous melanocytosis	C0544862
2482	Melhem-Fahl syndrome	C2931453
2477	Megalencephaly	C0221355
2477	Megalencephaly	C2720434
2479	Megalocornea-intellectual disability syndrome	C0796086
2475	White forelock with malformations	C1848463
2473	McKusick-Kaufman syndrome	C0948368
2471	McDonough syndrome	C0796038
2470	Matthew-Wood syndrome	C1832661
561	Marshall-Smith syndrome	C0265211
2464	Marfanoid syndrome, De Silva type	C1857227
559	Marinesco-Sjögren syndrome	C0024814
2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome	C0268364
2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome	C1855347
2462	Shprintzen-Goldberg syndrome	C1321551
2461	Marden-Walker syndrome	C0796033
251630	Anaplastic oligodendroglioma	C0334590
2172	Microcephaly-glomerulonephritis-marfanoid habitus syndrome	C1855348
251636	Ependymoma	C0014474
251639	Subependymoma	C0206725
251643	Myxopapillary ependymoma	C0205769
251646	Anaplastic ependymoma	C0280788
251651	Oligoastrocytic tumor	C0280793
2181	Hydrocephaly-tall stature-joint laxity syndrome	C1856051
251656	Oligoastrocytoma	C0280793
2180	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	C2931197
251663	Anaplastic oligoastrocytoma	C0431108
2186	Hydrocephalus-blue sclerae-nephropathy syndrome	C2931014
251671	Angiocentric glioma	C2363903
2189	Hydrolethalus	C2931104
251679	Astroblastoma	C0334587
2190	Congenital hydronephrosis	C0266316
312	Autosomal dominant epidermolytic ichthyosis	C0079153
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	C2931121
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	C1855466
251576	Gliosarcoma	C0206726
2150	Hirschsprung disease-type D brachydactyly syndrome	C1844017
251582	Gliomatosis cerebri	C0334576
251579	Giant cell glioblastoma	C0334588
2152	Mowat-Wilson syndrome	C1856113
2153	Hirschsprung disease-nail hypoplasia-dysmorphism syndrome	C1856110
251592	Low-grade astrocytoma	C1314694
251589	Anaplastic astrocytoma	C0334579
251598	Protoplasmic astrocytoma	C0334580
2155	Hirschsprung disease-deafness-polydactyly syndrome	C2931452
251595	Diffuse astrocytoma	C0280785
251604	Gemistocytic astrocytoma	C0334581
251601	Fibrillary astrocytoma	C0334582
2158	Histidinuria-renal tubular defect syndrome	C0268642
251612	Pilocytic astrocytoma	C0334583
2163	Holoprosencephaly-craniosynostosis syndrome	C1832424
251607	Pleomorphic xanthoastrocytoma	C0334586
251618	Subependymal giant cell astrocytoma	C0205768
251615	Pilomyxoid astrocytoma	C1519086
2166	Holoprosencephaly-postaxial polydactyly syndrome	C1849649
251627	Oligodendroglioma	C0028945
2167	Holzgreve syndrome	C1856095
251623	Pituicytoma	C2986550
2169	Methylcobalamin deficiency type cblE	C1856057
251931	Cerebellar liponeurocytoma	C1370507
2222	Hypertrichosis lanuginosa congenita	C0235864
2222	Hypertrichosis lanuginosa congenita	C2936812
2220	Hypertrichosis cubiti	C1841696
1051	Ramos-Arroyo syndrome	C2930866
251946	Dysembryoplastic neuroepithelial tumor	C1266177
2228	Hypodontia-dysplasia of nails syndrome	C0406716
2228	Hypodontia-dysplasia of nails syndrome	C0406735
2224	Hypertryptophanemia	C2931837
2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome	C2931374
251962	Papillary glioneuronal tumor	C2985174
251949	Ganglioglioma	C0206716
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	C0796031
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	C0796083
251957	Anaplastic ganglioglioma	C0431112
2238	Familial isolated hypoparathyroidism	C1832648
2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome	C1840333
2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	C2931722
251992	Ganglioneuroma	C0017075
2234	Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome	C2931285
2199	Epidermolytic palmoplantar keratoderma	C0343110
2199	Epidermolytic palmoplantar keratoderma	C1721006
2199	Epidermolytic palmoplantar keratoderma	C2931735
251863	Desmoplastic/nodular medulloblastoma	C0751291
2200	Focal palmoplantar and gingival keratoderma	C1835650
2198	Palmoplantar keratoderma-esophageal carcinoma syndrome	C1835664
495	Transgrediens et progrediens palmoplantar keratoderma	C1851480
495	Transgrediens et progrediens palmoplantar keratoderma	C1851479
251883	Medulloepithelioma of the central nervous system	C0334596
251880	Ependymoblastoma	C0700367
2201	Palmoplantar keratoderma-spastic paralysis syndrome	C1835671
2201	Palmoplantar keratoderma-spastic paralysis syndrome	C2931828
251877	Ganglioneuroblastoma	C0206718
2202	Palmoplantar keratoderma-deafness syndrome	C1835672
251870	Central nervous system primitive neuroectodermal tumor	C0206093
251870	Central nervous system primitive neuroectodermal tumor	C0206663
251902	Atypical papilloma of choroid plexus	C1266176
251899	Choroid plexus carcinoma	C0431109
2213	Hypertelorism-microtia-facial clefting syndrome	C0220742
251896	Choroid plexus tumor	C0085138
2211	Hypertelorism-hypospadias-polysyndactyly syndrome	C1855904
251915	Papillary tumor of the pineal region	C2985219
251912	Pineocytoma	C0917890
2218	Cervical hypertrichosis-peripheral neuropathy syndrome	C2931676
2218	Cervical hypertrichosis-peripheral neuropathy syndrome	C1855902
251909	Pineoblastoma	C0205898
2215	Multiple pterygium-malignant hyperthermia syndrome	C1857576
251019	2q32q33 microdeletion syndrome	C2676739
2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	C1855788
251038	3q29 microduplication syndrome	C2749873
672	Pallister-Hall syndrome	C0342418
672	Pallister-Hall syndrome	C0265220
455	Superficial epidermolytic ichthyosis	C0432306
2272	Ichthyosis-oral and digital anomalies syndrome	C1850268
2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	C1275088
2273	Ichthyosis follicularis-alopecia-photophobia syndrome	C1839988
165	Neutral lipid storage disease	C0268238
139	CHILD syndrome	C0265267
457	Harlequin ichthyosis	C0239849
457	Harlequin ichthyosis	C0598226
2249	Ulna hypoplasia-intellectual disability syndrome	C1848650
2249	Ulna hypoplasia-intellectual disability syndrome	C2931370
2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome	C1608393
2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	C1856727
250977	AICA-ribosiduria	C1837530
250994	1q21.1 microduplication syndrome	C2675891
250989	1q21.1 microdeletion syndrome	C2675897
250923	Isolated aniridia	C0003076
2251	Thumb deformity-alopecia-pigmentation anomaly syndrome	C2931366
2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	C1867397
2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome	C2931274
250972	Polymicrogyria with optic nerve hypoplasia	C2750798
2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	C2931296
2306	Isotretinoin-like syndrome	C0432364
2305	Isotretinoin syndrome	C2930972
2305	Isotretinoin syndrome	C0432364
251370	Sickle cell-hemoglobin D disease syndrome	C0272084
251375	Sickle cell-hemoglobin E disease syndrome	C0272085
251359	Sickle cell-beta-thalassemia disease syndrome	C0221019
251359	Sickle cell-beta-thalassemia disease syndrome	C0857812
251365	Sickle cell-hemoglobin C disease syndrome	C0019034
2295	Familial articular hypermobility syndrome	C0268349
2292	Congenital bowing of long bones	C1096546
2319	Juberg-Hayward syndrome	C0796099
251558	Rare tumor of neuroepithelial tissue	C0206715
251523	Hyperzincemia and hypercalprotectinemia	C1860229
2316	Johnson neuroectodermal syndrome	C0796002
2315	Johanson-Blizzard syndrome	C0175692
251515	Distal arthrogryposis type 10	C1861238
2310	Absence deformity of leg-cataract syndrome	C1855523
2309	Pachyonychia congenita	C0265334
2307	IVIC syndrome	C1327918
251295	Pigmented paravenous retinochoroidal atrophy	C1868310
251290	Parietal foramina with clavicular hypoplasia	C1868597
251287	Benign concentric annular macular dystrophy	C1828210
251282	Autosomal dominant spastic ataxia type 1	C1970107
251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	C1970236
2278	Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome	C1855787
251262	Familial osteochondritis dissecans	C3665488
2291	Congenital velopharyngeal incompetence	C1997202
251347	Ataxia-telangiectasia-like disorder	C1858391
251347	Ataxia-telangiectasia-like disorder	C1859598
2289	Neuronal intranuclear inclusion disease	C1863843
2290	Microvillus inclusion disease	C0341306
2287	Fused mandibular incisors	C2931081
2287	Fused mandibular incisors	C3494175
251312	Overlapping connective tissue disease	C0026272
251312	Overlapping connective tissue disease	C1858556
2285	Primary basilar invagination	C1862299
2674	Cyprus facial-neuromusculoskeletal syndrome	C1852396
2673	Neurofaciodigitorenal syndrome	C0796088
2672	Neuhauser-Eichner-Opitz syndrome	C1851708
254857	Lethal infantile mitochondrial myopathy	C1838876
2678	Neurofibromatosis type 6	C1861975
2668	Nephropathy-deafness-hyperparathyroidism syndrome	C1850553
2663	Nathalie syndrome	C1850626
254818	Ataxia neuropathy spectrum	C3683791
2662	Keipert syndrome	C1850627
2661	Dwarfism-tall vertebrae syndrome	C1851996
2671	Neu-Laxova syndrome	C0265218
1475	Renal coloboma syndrome	C1852759
2670	Pierson syndrome	C1836876
2669	Nephrosis-deafness-urinary tract-digital malformations syndrome	C1850552
254925	Combined oxidative phosphorylation defect type 4	C1857682
2697	Arthrogryposis-renal dysfunction-cholestasis syndrome	C1859722
254920	Combined oxidative phosphorylation defect type 2	C1864843
2695	Bifid nose	C0221363
255182	Pyruvate dehydrogenase E3-binding protein deficiency	C1855553
2701	Noonan syndrome-like disorder with loose anagen hair	C3501846
255138	Pyruvate dehydrogenase E1-beta deficiency	C3279841
255132	Adult-onset autosomal recessive sideroblastic anemia	C2673914
2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	C0266004
254886	Autosomal recessive progressive external ophthalmoplegia	C1850303
254881	Spinocerebellar ataxia with epilepsy	C1843851
254881	Spinocerebellar ataxia with epilepsy	C1843852
254875	Mitochondrial DNA depletion syndrome, myopathic form	C3501891
254871	Mitochondrial DNA depletion syndrome, hepatocerebral form	C3711385
254905	Isolated cytochrome C oxidase deficiency	C0268237
2691	Nevo syndrome	C2936777
2712	Oculofaciocardiodental syndrome	C1846265
2712	Oculofaciocardiodental syndrome	C2931601
2714	Oculo-palato-cerebral syndrome	C1850338
2713	Oculoosteocutaneous syndrome	C1859385
2715	Oculorenocerebellar syndrome	C1850331
2718	Oculotrichodysplasia	C1850332
2717	Oculotrichoanal syndrome	C1855425
2704	Ochoa syndrome	C0403555
255210	Mitochondrial DNA-associated Leigh syndrome	C2931092
255229	Navajo neurohepatopathy	C1850406
2707	Oculocerebrofacial syndrome, Kaufman type	C1855663
2710	Oculodentodigital dysplasia	C0812437
2709	Oculodental syndrome, Rutherfurd type	C0796140
2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	C2931643
2728	Blepharophimosis-intellectual disability syndrome, Ohdo type	C0796094
2730	Postaxial tetramelic oligodactyly	C1867924
2731	Taurodontia-absent teeth-sparse hair syndrome	C1848909
2719	Oculocerebral hypopigmentation syndrome, Cross type	C0268496
2719	Oculocerebral hypopigmentation syndrome, Cross type	C2936910
2720	Oculocerebral hypopigmentation syndrome, Preus type	C2931646
2721	Odonto-onycho-dermal dysplasia	C1275074
2721	Odonto-onycho-dermal dysplasia	C0796093
2724	Odontomatosis-aortae esophagus stenosis syndrome	C1834013
2755	Orofaciodigital syndrome type 8	C0796101
2754	Orofaciodigital syndrome type 6	C2745997
252164	Benign schwannoma	C0027809
252164	Benign schwannoma	C0854906
2753	Orofaciodigital syndrome type 4	C0406727
2752	Orofaciodigital syndrome type 3	C0406726
2751	Orofaciodigital syndrome type 2	C0026363
2751	Orofaciodigital syndrome type 2	C2931889
252128	Malignant peripheral nerve sheath tumor with perineurial differentiation	C1266188
2750	Orofaciodigital syndrome type 1	C1510460
